period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits
2022-11,2022-11-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,862,692,170,80.3,206,95,0
2022-11,2022-11-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,3883,2363,1520,60.8,951,233,0
2022-11,2022-11-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,9431,7501,1930,79.5,2299,129,210
2022-11,2022-11-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,1149,863,286,75.0,377,157,0
2022-11,2022-11-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,2471,1501,970,60.7,579,217,0
2022-11,2022-11-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,11929,9212,2717,77.2,2889,157,292
2022-11,2022-11-01,East of England,Norfolk and Norwich,Type 2 - Specialist,1147,824,323,71.8,309,178,0
2022-11,2022-11-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,2020,1600,420,79.2,595,110,0
2022-11,2022-11-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,9875,7502,2373,76.0,3162,160,42
2022-11,2022-11-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,2522,2305,217,91.4,631,40,0
2022-11,2022-11-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,2846,1956,890,68.7,562,185,0
2022-12,2022-12-01,London,Barts Health NHS Trust,Type 1 - Major A&E,16433,10972,5461,66.8,4673,218,158
2022-12,2022-12-01,London,Barts Health NHS Trust,Type 2 - Specialist,4501,2756,1745,61.2,1258,236,0
2022-12,2022-12-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,3721,2575,1146,69.2,1176,180,0
2022-12,2022-12-01,London,Imperial College Healthcare,Type 1 - Major A&E,10558,5864,4694,55.5,2255,241,359
2022-12,2022-12-01,London,Imperial College Healthcare,Type 2 - Specialist,3377,2570,807,76.1,519,162,0
2022-12,2022-12-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,2566,1287,1279,50.1,864,270,0
2022-12,2022-12-01,London,Kings College Hospital,Type 1 - Major A&E,17428,11725,5703,67.3,2906,201,260
2022-12,2022-12-01,London,Kings College Hospital,Type 2 - Specialist,645,508,137,78.7,102,133,0
2022-12,2022-12-01,London,Kings College Hospital,Type 3 - Minor Injuries,718,452,266,62.9,195,210,0
2022-12,2022-12-01,London,Guy's and St Thomas',Type 1 - Major A&E,16587,9758,6829,58.8,4426,265,850
2022-12,2022-12-01,London,Guy's and St Thomas',Type 2 - Specialist,3746,2241,1505,59.8,1255,230,0
2022-12,2022-12-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,4758,2484,2274,52.2,807,285,0
2022-12,2022-12-01,London,University College London Hospitals,Type 1 - Major A&E,6991,3381,3610,48.4,1995,280,444
2022-12,2022-12-01,London,University College London Hospitals,Type 2 - Specialist,2255,1244,1011,55.1,719,270,0
2022-12,2022-12-01,London,University College London Hospitals,Type 3 - Minor Injuries,2758,1612,1146,58.4,556,232,0
2022-12,2022-12-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,15136,11749,3387,77.6,5226,112,463
2022-12,2022-12-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,2478,1846,632,74.5,608,166,0
2022-12,2022-12-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,2222,1349,873,60.7,445,218,0
2022-12,2022-12-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,8823,5102,3721,57.8,2054,254,167
2022-12,2022-12-01,North West,Liverpool University Hospitals,Type 2 - Specialist,1599,1200,399,75.0,268,120,0
2022-12,2022-12-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,1622,1196,426,73.7,378,146,0
2022-12,2022-12-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,8164,4823,3341,59.1,1456,272,415
2022-12,2022-12-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,1413,795,618,56.2,351,279,0
2022-12,2022-12-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,683,447,236,65.3,166,201,0
2022-12,2022-12-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,18612,14019,4593,75.3,3375,124,606
2022-12,2022-12-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,736,551,185,74.8,159,130,0
2022-12,2022-12-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,1146,771,375,67.2,200,198,0
2022-12,2022-12-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,3715,2695,1020,72.5,923,147,8
2022-12,2022-12-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,2772,1661,1111,59.9,780,231,0
2022-12,2022-12-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,4016,2361,1655,58.8,717,237,0
2022-12,2022-12-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,13500,9655,3845,71.5,3295,183,29
2022-12,2022-12-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,3818,2483,1335,65.0,1050,234,0
2022-12,2022-12-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,2514,1415,1099,56.2,866,262,0
2022-12,2022-12-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,8234,5933,2301,72.0,1488,183,194
2022-12,2022-12-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,2398,1611,787,67.2,755,167,0
2022-12,2022-12-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,2461,1647,814,66.9,461,205,0
2022-12,2022-12-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,7451,4966,2485,66.6,2370,221,278
2022-12,2022-12-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,4085,3029,1056,74.1,680,149,0
2022-12,2022-12-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,4341,3393,948,78.1,900,139,0
2022-12,2022-12-01,South East,Oxford University Hospitals,Type 1 - Major A&E,14548,11861,2687,81.5,3996,85,392
2022-12,2022-12-01,South East,Oxford University Hospitals,Type 2 - Specialist,2010,1267,743,63.0,681,205,0
2022-12,2022-12-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,3653,2523,1130,69.0,1191,164,0
2022-12,2022-12-01,South East,Brighton and Sussex,Type 1 - Major A&E,5776,3392,2384,58.7,1538,261,187
2022-12,2022-12-01,South East,Brighton and Sussex,Type 2 - Specialist,3075,1560,1515,50.7,781,267,0
2022-12,2022-12-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,2514,1405,1109,55.9,403,247,0
2022-12,2022-12-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,14675,11670,3005,79.5,2812,145,196
2022-12,2022-12-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,4448,3250,1198,73.1,1320,163,0
2022-12,2022-12-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,1130,701,429,62.0,306,252,0
2022-12,2022-12-01,South East,East Kent Hospitals,Type 1 - Major A&E,18117,12712,5405,70.2,3610,200,645
2022-12,2022-12-01,South East,East Kent Hospitals,Type 2 - Specialist,3652,2312,1340,63.3,1093,211,0
2022-12,2022-12-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,2506,1842,664,73.5,408,169,0
2022-12,2022-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,10153,7909,2244,77.9,3313,154,240
2022-12,2022-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,3306,2430,876,73.5,957,143,0
2022-12,2022-12-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,4554,2928,1626,64.3,1467,228,0
2022-12,2022-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,4860,3699,1161,76.1,816,133,71
2022-12,2022-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,3837,2654,1183,69.2,1241,191,0
2022-12,2022-12-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,2954,2276,678,77.0,621,144,0
2022-12,2022-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,12414,7209,5205,58.1,3051,258,644
2022-12,2022-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,2544,2030,514,79.8,589,111,0
2022-12,2022-12-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,3175,1890,1285,59.5,821,230,0
2022-12,2022-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,10717,7317,3400,68.3,2418,205,437
2022-12,2022-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,4235,2504,1731,59.1,796,245,0
2022-12,2022-12-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,1761,1366,395,77.5,417,125,0
2022-12,2022-12-01,South West,University Hospitals Bristol,Type 1 - Major A&E,10776,6883,3893,63.9,2030,221,529
2022-12,2022-12-01,South West,University Hospitals Bristol,Type 2 - Specialist,4136,3152,984,76.2,857,142,0
2022-12,2022-12-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,4566,3391,1175,74.2,1303,160,0
2022-12,2022-12-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,12108,7376,4732,60.9,3941,233,551
2022-12,2022-12-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,4671,3374,1297,72.2,717,157,0
2022-12,2022-12-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,979,560,419,57.2,184,275,0
2022-12,2022-12-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,8738,6872,1866,78.6,1673,128,243
2022-12,2022-12-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,1286,989,297,76.9,258,116,0
2022-12,2022-12-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,2660,2011,649,75.6,511,167,0
2022-12,2022-12-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,4906,3116,1790,63.5,843,212,242
2022-12,2022-12-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,4707,3076,1631,65.3,758,188,0
2022-12,2022-12-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,4067,2877,1190,70.7,857,146,0
2022-12,2022-12-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,16674,13014,3660,78.0,4893,136,145
2022-12,2022-12-01,East of England,Norfolk and Norwich,Type 2 - Specialist,4778,3138,1640,65.7,1221,197,0
2022-12,2022-12-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,2978,2004,974,67.3,1032,224,0
2022-12,2022-12-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,6051,4088,1963,67.5,1508,210,275
2022-12,2022-12-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,4175,2703,1472,64.7,1321,238,0
2022-12,2022-12-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,3866,2744,1122,71.0,906,150,0
2023-01,2023-01-01,London,Barts Health NHS Trust,Type 1 - Major A&E,5872,2879,2993,49.0,1423,283,96
2023-01,2023-01-01,London,Barts Health NHS Trust,Type 2 - Specialist,1986,1015,971,51.1,645,282,0
2023-01,2023-01-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,989,549,440,55.5,337,275,0
2023-01,2023-01-01,London,Imperial College Healthcare,Type 1 - Major A&E,14478,8375,6103,57.8,3491,270,775
2023-01,2023-01-01,London,Imperial College Healthcare,Type 2 - Specialist,2802,1773,1029,63.3,955,203,0
2023-01,2023-01-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,2398,1788,610,74.5,588,149,0
2023-01,2023-01-01,London,Kings College Hospital,Type 1 - Major A&E,12609,6609,6000,52.4,2309,261,58
2023-01,2023-01-01,London,Kings College Hospital,Type 2 - Specialist,4655,3040,1615,65.3,1314,217,0
2023-01,2023-01-01,London,Kings College Hospital,Type 3 - Minor Injuries,1164,753,411,64.6,383,237,0
2023-01,2023-01-01,London,Guy's and St Thomas',Type 1 - Major A&E,5795,4314,1481,74.4,1293,140,150
2023-01,2023-01-01,London,Guy's and St Thomas',Type 2 - Specialist,2109,1531,578,72.6,675,161,0
2023-01,2023-01-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,1802,976,826,54.1,401,249,0
2023-01,2023-01-01,London,University College London Hospitals,Type 1 - Major A&E,11641,8260,3381,70.9,3569,195,113
2023-01,2023-01-01,London,University College London Hospitals,Type 2 - Specialist,2773,1663,1110,60.0,833,265,0
2023-01,2023-01-01,London,University College London Hospitals,Type 3 - Minor Injuries,4226,2190,2036,51.8,781,279,0
2023-01,2023-01-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,7240,5121,2119,70.7,2135,160,48
2023-01,2023-01-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,1585,962,623,60.6,252,251,0
2023-01,2023-01-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,4506,3685,821,81.8,903,138,0
2023-01,2023-01-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6424,3897,2527,60.7,1252,237,179
2023-01,2023-01-01,North West,Liverpool University Hospitals,Type 2 - Specialist,3799,2164,1635,56.9,774,242,0
2023-01,2023-01-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,837,476,361,56.9,208,261,0
2023-01,2023-01-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,12577,9346,3231,74.3,2100,169,112
2023-01,2023-01-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,722,471,251,65.2,157,183,0
2023-01,2023-01-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,1453,815,638,56.1,336,271,0
2023-01,2023-01-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,14199,9871,4328,69.5,3622,162,611
2023-01,2023-01-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,1518,781,737,51.4,319,263,0
2023-01,2023-01-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,3566,2149,1417,60.2,717,244,0
2023-01,2023-01-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,17949,10668,7281,59.4,5284,254,539
2023-01,2023-01-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,1064,622,442,58.4,267,222,0
2023-01,2023-01-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,4925,3755,1170,76.2,964,132,0
2023-01,2023-01-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,7347,5201,2146,70.8,1166,151,286
2023-01,2023-01-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,2602,1973,629,75.8,842,165,0
2023-01,2023-01-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,2751,2118,633,77.0,901,109,0
2023-01,2023-01-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,5297,3458,1839,65.3,1457,217,123
2023-01,2023-01-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,4437,3039,1398,68.5,1387,180,0
2023-01,2023-01-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,1487,861,626,57.9,351,278,0
2023-01,2023-01-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,13944,10263,3681,73.6,3119,185,401
2023-01,2023-01-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,2605,1686,919,64.7,549,199,0
2023-01,2023-01-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,4044,2428,1616,60.0,909,237,0
2023-01,2023-01-01,South East,Oxford University Hospitals,Type 1 - Major A&E,8903,6174,2729,69.3,2572,171,263
2023-01,2023-01-01,South East,Oxford University Hospitals,Type 2 - Specialist,2951,1733,1218,58.7,496,246,0
2023-01,2023-01-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,3105,2052,1053,66.1,506,190,0
2023-01,2023-01-01,South East,Brighton and Sussex,Type 1 - Major A&E,6350,4845,1505,76.3,1636,163,148
2023-01,2023-01-01,South East,Brighton and Sussex,Type 2 - Specialist,2512,1478,1034,58.8,843,227,0
2023-01,2023-01-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,3641,2462,1179,67.6,1194,181,0
2023-01,2023-01-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,12617,7044,5573,55.8,3429,248,388
2023-01,2023-01-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,2611,1489,1122,57.0,783,275,0
2023-01,2023-01-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,3813,2483,1330,65.1,1237,198,0
2023-01,2023-01-01,South East,East Kent Hospitals,Type 1 - Major A&E,16623,11303,5320,68.0,5715,163,721
2023-01,2023-01-01,South East,East Kent Hospitals,Type 2 - Specialist,2283,1393,890,61.0,453,211,0
2023-01,2023-01-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,3941,2521,1420,64.0,636,220,0
2023-01,2023-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,5150,3951,1199,76.7,1567,133,33
2023-01,2023-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,1094,817,277,74.6,253,155,0
2023-01,2023-01-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,2257,1492,765,66.1,743,183,0
2023-01,2023-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,16103,9954,6149,61.8,2713,226,179
2023-01,2023-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,4480,2749,1731,61.3,1335,256,0
2023-01,2023-01-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,1662,1205,457,72.5,438,140,0
2023-01,2023-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,5973,3591,2382,60.1,1720,264,13
2023-01,2023-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 2 - Specialist,2802,1762,1040,62.9,459,199,0
2023-01,2023-01-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 3 - Minor Injuries,4747,3440,1307,72.5,1428,185,0
2023-01,2023-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,4581,3141,1440,68.6,813,199,109
2023-01,2023-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 2 - Specialist,844,676,168,80.0,274,91,0
2023-01,2023-01-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 3 - Minor Injuries,2097,1439,658,68.6,717,172,0
2023-01,2023-01-01,South West,University Hospitals Bristol,Type 1 - Major A&E,15318,12202,3116,79.7,5150,101,14
2023-01,2023-01-01,South West,University Hospitals Bristol,Type 2 - Specialist,840,489,351,58.2,207,240,0
2023-01,2023-01-01,South West,University Hospitals Bristol,Type 3 - Minor Injuries,3325,1887,1438,56.7,1051,247,0
2023-01,2023-01-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,13541,7072,6469,52.2,4003,277,91
2023-01,2023-01-01,South West,Royal Devon University Healthcare,Type 2 - Specialist,2465,1581,884,64.1,751,243,0
2023-01,2023-01-01,South West,Royal Devon University Healthcare,Type 3 - Minor Injuries,4836,3873,963,80.1,1081,129,0
2023-01,2023-01-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,14777,9236,5541,62.5,2709,212,622
2023-01,2023-01-01,South West,Plymouth Hospitals NHS Trust,Type 2 - Specialist,3735,2971,764,79.5,818,127,0
2023-01,2023-01-01,South West,Plymouth Hospitals NHS Trust,Type 3 - Minor Injuries,2641,1577,1064,59.7,794,227,0
2023-01,2023-01-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,4385,3083,1302,70.3,737,172,15
2023-01,2023-01-01,East of England,Cambridge University Hospitals,Type 2 - Specialist,1275,830,445,65.1,423,197,0
2023-01,2023-01-01,East of England,Cambridge University Hospitals,Type 3 - Minor Injuries,4797,3339,1458,69.6,1245,158,0
2023-01,2023-01-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,16003,8196,7807,51.2,3814,317,723
2023-01,2023-01-01,East of England,Norfolk and Norwich,Type 2 - Specialist,3171,2169,1002,68.4,542,181,0
2023-01,2023-01-01,East of England,Norfolk and Norwich,Type 3 - Minor Injuries,3425,2582,843,75.4,836,131,0
2023-01,2023-01-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,13547,10804,2743,79.8,2061,141,407
2023-01,2023-01-01,East of England,Addenbrookes Hospital Trust,Type 2 - Specialist,1850,1338,512,72.3,549,150,0
2023-01,2023-01-01,East of England,Addenbrookes Hospital Trust,Type 3 - Minor Injuries,4189,2736,1453,65.3,1177,193,0
2023-02,2023-02-01,London,Barts Health NHS Trust,Type 1 - Major A&E,17538,8446,9092,48.2,4628,293,1112
2023-02,2023-02-01,London,Barts Health NHS Trust,Type 2 - Specialist,1688,1144,544,67.7,505,209,0
2023-02,2023-02-01,London,Barts Health NHS Trust,Type 3 - Minor Injuries,2817,1699,1118,60.3,829,213,0
2023-02,2023-02-01,London,Imperial College Healthcare,Type 1 - Major A&E,16648,10128,6520,60.8,5381,215,316
2023-02,2023-02-01,London,Imperial College Healthcare,Type 2 - Specialist,2934,1696,1238,57.8,590,248,0
2023-02,2023-02-01,London,Imperial College Healthcare,Type 3 - Minor Injuries,1663,1089,574,65.4,288,206,0
2023-02,2023-02-01,London,Kings College Hospital,Type 1 - Major A&E,6354,3890,2464,61.2,1156,252,318
2023-02,2023-02-01,London,Kings College Hospital,Type 2 - Specialist,3834,2100,1734,54.8,907,259,0
2023-02,2023-02-01,London,Kings College Hospital,Type 3 - Minor Injuries,3409,2179,1230,63.9,1165,221,0
2023-02,2023-02-01,London,Guy's and St Thomas',Type 1 - Major A&E,13243,8937,4306,67.5,3306,202,344
2023-02,2023-02-01,London,Guy's and St Thomas',Type 2 - Specialist,3084,1574,1510,51.0,719,263,0
2023-02,2023-02-01,London,Guy's and St Thomas',Type 3 - Minor Injuries,1046,605,441,57.8,280,253,0
2023-02,2023-02-01,London,University College London Hospitals,Type 1 - Major A&E,9736,5905,3831,60.6,2869,214,364
2023-02,2023-02-01,London,University College London Hospitals,Type 2 - Specialist,3517,1906,1611,54.2,904,301,0
2023-02,2023-02-01,London,University College London Hospitals,Type 3 - Minor Injuries,755,540,215,71.4,166,144,0
2023-02,2023-02-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,13605,7998,5607,58.8,4052,221,410
2023-02,2023-02-01,North West,Manchester University NHS Foundation Trust,Type 2 - Specialist,1510,1102,408,73.0,456,149,0
2023-02,2023-02-01,North West,Manchester University NHS Foundation Trust,Type 3 - Minor Injuries,1133,707,426,62.4,197,222,0
2023-02,2023-02-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,4672,2489,2183,53.3,957,272,96
2023-02,2023-02-01,North West,Liverpool University Hospitals,Type 2 - Specialist,3364,2366,998,70.3,801,164,0
2023-02,2023-02-01,North West,Liverpool University Hospitals,Type 3 - Minor Injuries,2159,1680,479,77.8,502,160,0
2023-02,2023-02-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,14197,7758,6439,54.6,3247,268,588
2023-02,2023-02-01,North West,Lancashire Teaching Hospitals,Type 2 - Specialist,1623,1029,594,63.4,393,199,0
2023-02,2023-02-01,North West,Lancashire Teaching Hospitals,Type 3 - Minor Injuries,904,524,380,57.9,293,249,0
2023-02,2023-02-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,4438,2698,1740,60.8,1086,225,90
2023-02,2023-02-01,North West,Bolton NHS Foundation Trust,Type 2 - Specialist,3395,2381,1014,70.1,1118,204,0
2023-02,2023-02-01,North West,Bolton NHS Foundation Trust,Type 3 - Minor Injuries,4847,3586,1261,74.0,1092,182,0
2023-02,2023-02-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,17652,10309,7343,58.4,4809,273,276
2023-02,2023-02-01,Midlands,University Hospitals Birmingham,Type 2 - Specialist,4739,3235,1504,68.2,1594,189,0
2023-02,2023-02-01,Midlands,University Hospitals Birmingham,Type 3 - Minor Injuries,664,373,291,56.1,114,287,0
2023-02,2023-02-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,12590,7762,4828,61.6,3945,249,190
2023-02,2023-02-01,Midlands,Nottingham University Hospitals,Type 2 - Specialist,4350,3413,937,78.4,845,156,0
2023-02,2023-02-01,Midlands,Nottingham University Hospitals,Type 3 - Minor Injuries,3814,2114,1700,55.4,744,289,0
2023-02,2023-02-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,18308,12478,5830,68.2,2787,201,729
2023-02,2023-02-01,Midlands,University Hospitals of Leicester,Type 2 - Specialist,3105,1819,1286,58.6,489,257,0
2023-02,2023-02-01,Midlands,University Hospitals of Leicester,Type 3 - Minor Injuries,2157,1271,886,58.9,384,261,0
2023-02,2023-02-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,13452,9533,3919,70.9,2175,170,555
2023-02,2023-02-01,Midlands,Coventry and Warwickshire,Type 2 - Specialist,1998,1276,722,63.8,678,187,0
2023-02,2023-02-01,Midlands,Coventry and Warwickshire,Type 3 - Minor Injuries,2422,1326,1096,54.7,821,274,0
2023-02,2023-02-01,South East,Oxford University Hospitals,Type 1 - Major A&E,10585,6295,4290,59.5,1646,247,168
2023-02,2023-02-01,South East,Oxford University Hospitals,Type 2 - Specialist,3491,2422,1069,69.4,918,160,0
2023-02,2023-02-01,South East,Oxford University Hospitals,Type 3 - Minor Injuries,3036,2285,751,75.2,697,157,0
2023-02,2023-02-01,South East,Brighton and Sussex,Type 1 - Major A&E,14514,10910,3604,75.2,4939,121,236
2023-02,2023-02-01,South East,Brighton and Sussex,Type 2 - Specialist,1896,1427,469,75.2,286,132,0
2023-02,2023-02-01,South East,Brighton and Sussex,Type 3 - Minor Injuries,2852,1420,1432,49.8,873,309,0
2023-02,2023-02-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,4538,2388,2150,52.6,696,296,119
2023-02,2023-02-01,South East,Royal Surrey NHS Foundation Trust,Type 2 - Specialist,4474,2503,1971,55.9,898,282,0
2023-02,2023-02-01,South East,Royal Surrey NHS Foundation Trust,Type 3 - Minor Injuries,1924,1237,687,64.3,455,211,0
2023-02,2023-02-01,South East,East Kent Hospitals,Type 1 - Major A&E,16056,9952,6104,62.0,4681,215,182
2023-02,2023-02-01,South East,East Kent Hospitals,Type 2 - Specialist,4549,3240,1309,71.2,939,165,0
2023-02,2023-02-01,South East,East Kent Hospitals,Type 3 - Minor Injuries,4757,3805,952,80.0,1100,108,0
2023-02,2023-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,5992,4299,1693,71.7,1842,190,32
2023-02,2023-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 2 - Specialist,3820,2375,1445,62.2,685,251,0
2023-02,2023-02-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 3 - Minor Injuries,1253,850,403,67.8,335,167,0
2023-02,2023-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,12004,7881,4123,65.6,2087,179,61
2023-02,2023-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 2 - Specialist,3227,2010,1217,62.3,1081,238,0
2023-02,2023-02-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 3 - Minor Injuries,4935,3101,1834,62.8,993,251,0
2023-02,2023-02-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,14864,8338,6526,56.1,3981,291,7
