period,date,region,trust_name,ae_type,total_attendances,within_4hrs,breaches_over_4hrs,pct_within_4hrs,emergency_admissions,avg_wait_minutes,over_12hr_waits,year,month_name,quarter
2022-04,2022-04-01,London,Guy's and St Thomas',Type 1 - Major A&E,9403,6450,2953,68.6,1552,176,330,2022,April,2
2022-04,2022-04-01,London,University College London Hospitals,Type 1 - Major A&E,4886,3612,1274,73.9,1601,149,179,2022,April,2
2022-04,2022-04-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,13178,8840,4338,67.1,1980,191,114,2022,April,2
2022-04,2022-04-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,12891,8992,3899,69.7,3573,172,352,2022,April,2
2022-04,2022-04-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,15245,14031,1214,92.0,4007,55,150,2022,April,2
2022-04,2022-04-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,13234,10633,2601,80.3,4150,95,166,2022,April,2
2022-04,2022-04-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,12464,10951,1513,87.9,4193,51,219,2022,April,2
2022-04,2022-04-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,6300,4257,2043,67.6,1308,183,280,2022,April,2
2022-04,2022-04-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,13480,10689,2791,79.3,2903,104,307,2022,April,2
2022-04,2022-04-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,13412,11923,1489,88.9,2234,56,75,2022,April,2
2022-04,2022-04-01,South East,Oxford University Hospitals,Type 1 - Major A&E,8042,6854,1188,85.2,1782,73,86,2022,April,2
2022-04,2022-04-01,South East,Brighton and Sussex,Type 1 - Major A&E,11433,7484,3949,65.5,2315,198,136,2022,April,2
2022-04,2022-04-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,15425,10612,4813,68.8,4985,183,151,2022,April,2
2022-04,2022-04-01,South East,East Kent Hospitals,Type 1 - Major A&E,6244,4404,1840,70.5,1647,147,137,2022,April,2
2022-04,2022-04-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,12510,9415,3095,75.3,1894,129,412,2022,April,2
2022-04,2022-04-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,13857,11793,2064,85.1,2390,100,186,2022,April,2
2022-04,2022-04-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,9229,7577,1652,82.1,2869,130,7,2022,April,2
2022-04,2022-04-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,3903,2821,1082,72.3,1124,191,61,2022,April,2
2022-04,2022-04-01,South West,University Hospitals Bristol,Type 1 - Major A&E,9806,6759,3047,68.9,1918,191,373,2022,April,2
2022-04,2022-04-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,7561,5966,1595,78.9,2520,125,107,2022,April,2
2022-04,2022-04-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,12377,9701,2676,78.4,2605,117,194,2022,April,2
2022-04,2022-04-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,14773,10490,4283,71.0,2931,152,117,2022,April,2
2022-04,2022-04-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,13117,9776,3341,74.5,3667,145,295,2022,April,2
2022-04,2022-04-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,10853,8153,2700,75.1,2325,132,388,2022,April,2
2022-05,2022-05-01,London,Barts Health NHS Trust,Type 1 - Major A&E,9124,7807,1317,85.6,1488,97,138,2022,May,2
2022-05,2022-05-01,London,Imperial College Healthcare,Type 1 - Major A&E,12900,9448,3452,73.2,3906,151,382,2022,May,2
2022-05,2022-05-01,London,Kings College Hospital,Type 1 - Major A&E,3888,2261,1627,58.1,1093,248,234,2022,May,2
2022-05,2022-05-01,London,Guy's and St Thomas',Type 1 - Major A&E,7381,4651,2730,63.0,1783,218,112,2022,May,2
2022-05,2022-05-01,London,University College London Hospitals,Type 1 - Major A&E,12147,8729,3418,71.9,3695,147,245,2022,May,2
2022-05,2022-05-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,8756,7707,1049,88.0,2972,96,100,2022,May,2
2022-05,2022-05-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,10575,9400,1175,88.9,1805,40,125,2022,May,2
2022-05,2022-05-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,12430,9186,3244,73.9,3765,135,264,2022,May,2
2022-05,2022-05-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,4987,3208,1779,64.3,1282,184,216,2022,May,2
2022-05,2022-05-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,11466,9649,1817,84.1,2469,95,21,2022,May,2
2022-05,2022-05-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,6905,5838,1067,84.5,1823,87,16,2022,May,2
2022-05,2022-05-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,10926,7881,3045,72.1,1985,196,159,2022,May,2
2022-05,2022-05-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,3903,3489,414,89.4,822,87,0,2022,May,2
2022-05,2022-05-01,South East,Oxford University Hospitals,Type 1 - Major A&E,14535,11371,3164,78.2,2464,130,102,2022,May,2
2022-05,2022-05-01,South East,Brighton and Sussex,Type 1 - Major A&E,15485,11102,4383,71.7,2719,173,299,2022,May,2
2022-05,2022-05-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,6031,4789,1242,79.4,1229,136,100,2022,May,2
2022-05,2022-05-01,South East,East Kent Hospitals,Type 1 - Major A&E,10278,6722,3556,65.4,2369,195,364,2022,May,2
2022-05,2022-05-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,7073,5624,1449,79.5,2106,107,35,2022,May,2
2022-05,2022-05-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,7286,5710,1576,78.4,1743,110,122,2022,May,2
2022-05,2022-05-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,4219,3358,861,79.6,679,133,85,2022,May,2
2022-05,2022-05-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,12893,8777,4116,68.1,2809,163,520,2022,May,2
2022-05,2022-05-01,South West,University Hospitals Bristol,Type 1 - Major A&E,9787,6524,3263,66.7,2406,183,299,2022,May,2
2022-05,2022-05-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,8391,7167,1224,85.4,1493,97,160,2022,May,2
2022-05,2022-05-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,14440,10411,4029,72.1,3810,154,128,2022,May,2
2022-05,2022-05-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,14436,10524,3912,72.9,4851,151,131,2022,May,2
2022-05,2022-05-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,9583,7784,1799,81.2,2611,114,73,2022,May,2
2022-05,2022-05-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,12769,9532,3237,74.6,3886,141,480,2022,May,2
2022-06,2022-06-01,London,Barts Health NHS Trust,Type 1 - Major A&E,3510,2692,818,76.7,690,134,100,2022,June,2
2022-06,2022-06-01,London,Imperial College Healthcare,Type 1 - Major A&E,13636,10236,3400,75.1,3169,122,296,2022,June,2
2022-06,2022-06-01,London,Kings College Hospital,Type 1 - Major A&E,4786,3536,1250,73.9,1621,130,135,2022,June,2
2022-06,2022-06-01,London,Guy's and St Thomas',Type 1 - Major A&E,9214,6724,2490,73.0,2533,169,300,2022,June,2
2022-06,2022-06-01,London,University College London Hospitals,Type 1 - Major A&E,9407,6035,3372,64.2,2377,234,188,2022,June,2
2022-06,2022-06-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,8510,5086,3424,59.8,2042,226,23,2022,June,2
2022-06,2022-06-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,13984,12006,1978,85.8,4101,66,214,2022,June,2
2022-06,2022-06-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,12782,10788,1994,84.4,4174,105,295,2022,June,2
2022-06,2022-06-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,11340,9219,2121,81.3,2395,82,181,2022,June,2
2022-06,2022-06-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,11306,8928,2378,79.0,1807,147,121,2022,June,2
2022-06,2022-06-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,9702,7357,2345,75.8,2245,115,1,2022,June,2
2022-06,2022-06-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,8479,7399,1080,87.3,2147,64,107,2022,June,2
2022-06,2022-06-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,3197,2490,707,77.9,751,134,59,2022,June,2
2022-06,2022-06-01,South East,Oxford University Hospitals,Type 1 - Major A&E,9125,7955,1170,87.2,1986,99,124,2022,June,2
2022-06,2022-06-01,South East,Brighton and Sussex,Type 1 - Major A&E,11319,7915,3404,69.9,3627,162,12,2022,June,2
2022-06,2022-06-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,3232,2301,931,71.2,688,153,53,2022,June,2
2022-06,2022-06-01,South East,East Kent Hospitals,Type 1 - Major A&E,11792,10393,1399,88.1,2604,57,113,2022,June,2
2022-06,2022-06-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,3997,3116,881,77.9,1323,118,62,2022,June,2
2022-06,2022-06-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,3037,2604,433,85.7,537,96,26,2022,June,2
2022-06,2022-06-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,11370,7575,3795,66.6,1778,210,187,2022,June,2
2022-06,2022-06-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,7065,5816,1249,82.3,1616,122,90,2022,June,2
2022-06,2022-06-01,South West,University Hospitals Bristol,Type 1 - Major A&E,9573,8300,1273,86.7,2352,49,189,2022,June,2
2022-06,2022-06-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,3300,2151,1149,65.2,922,189,167,2022,June,2
2022-06,2022-06-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,11531,7646,3885,66.3,2905,200,581,2022,June,2
2022-06,2022-06-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,12172,7720,4452,63.4,3513,226,596,2022,June,2
2022-06,2022-06-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,6729,4246,2483,63.1,2213,217,31,2022,June,2
2022-06,2022-06-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,8964,6962,2002,77.7,2750,138,89,2022,June,2
2022-07,2022-07-01,London,Barts Health NHS Trust,Type 1 - Major A&E,7481,5425,2056,72.5,2502,190,124,2022,July,3
2022-07,2022-07-01,London,Imperial College Healthcare,Type 1 - Major A&E,13558,10069,3489,74.3,3383,126,176,2022,July,3
2022-07,2022-07-01,London,Kings College Hospital,Type 1 - Major A&E,11289,6592,4697,58.4,3624,228,375,2022,July,3
2022-07,2022-07-01,London,Guy's and St Thomas',Type 1 - Major A&E,4224,2845,1379,67.3,1219,177,160,2022,July,3
2022-07,2022-07-01,London,University College London Hospitals,Type 1 - Major A&E,7302,4856,2446,66.5,1928,204,47,2022,July,3
2022-07,2022-07-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,14020,12140,1880,86.6,3590,104,205,2022,July,3
2022-07,2022-07-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,6855,4988,1867,72.8,2074,157,13,2022,July,3
2022-07,2022-07-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,3093,2509,584,81.1,975,136,46,2022,July,3
2022-07,2022-07-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,8957,7878,1079,88.0,2564,46,50,2022,July,3
2022-07,2022-07-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,7496,5341,2155,71.2,1419,200,304,2022,July,3
2022-07,2022-07-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,4014,2660,1354,66.3,952,230,125,2022,July,3
2022-07,2022-07-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,3009,2642,367,87.8,541,49,11,2022,July,3
2022-07,2022-07-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,6206,3829,2377,61.7,1436,216,39,2022,July,3
2022-07,2022-07-01,South East,Oxford University Hospitals,Type 1 - Major A&E,13511,10445,3066,77.3,2873,117,334,2022,July,3
2022-07,2022-07-01,South East,Brighton and Sussex,Type 1 - Major A&E,11232,8477,2755,75.5,1934,148,226,2022,July,3
2022-07,2022-07-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,13994,8817,5177,63.0,4312,218,759,2022,July,3
2022-07,2022-07-01,South East,East Kent Hospitals,Type 1 - Major A&E,7190,5767,1423,80.2,2023,107,102,2022,July,3
2022-07,2022-07-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,9511,8854,657,93.1,2053,60,78,2022,July,3
2022-07,2022-07-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,10619,7121,3498,67.1,3266,175,269,2022,July,3
2022-07,2022-07-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,5039,3482,1557,69.1,929,181,24,2022,July,3
2022-07,2022-07-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,9862,7621,2241,77.3,2040,129,163,2022,July,3
2022-07,2022-07-01,South West,University Hospitals Bristol,Type 1 - Major A&E,11212,8903,2309,79.4,3552,102,189,2022,July,3
2022-07,2022-07-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,5066,4319,747,85.3,1634,64,12,2022,July,3
2022-07,2022-07-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,5262,3922,1340,74.5,1662,152,98,2022,July,3
2022-07,2022-07-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,12252,11119,1133,90.7,3060,66,144,2022,July,3
2022-07,2022-07-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,3600,3337,263,92.7,769,55,30,2022,July,3
2022-07,2022-07-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,12531,9738,2793,77.7,2546,134,402,2022,July,3
2022-08,2022-08-01,London,Barts Health NHS Trust,Type 1 - Major A&E,13362,10337,3025,77.4,4103,111,406,2022,August,3
2022-08,2022-08-01,London,Imperial College Healthcare,Type 1 - Major A&E,8223,6561,1662,79.8,1399,117,152,2022,August,3
2022-08,2022-08-01,London,Kings College Hospital,Type 1 - Major A&E,12826,8637,4189,67.3,3000,200,452,2022,August,3
2022-08,2022-08-01,London,Guy's and St Thomas',Type 1 - Major A&E,4512,2974,1538,65.9,696,176,97,2022,August,3
2022-08,2022-08-01,London,University College London Hospitals,Type 1 - Major A&E,7464,5581,1883,74.8,1496,177,136,2022,August,3
2022-08,2022-08-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,9308,7842,1466,84.2,1429,112,89,2022,August,3
2022-08,2022-08-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,13474,11865,1609,88.1,4300,69,23,2022,August,3
2022-08,2022-08-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,10908,9916,992,90.9,3364,66,80,2022,August,3
2022-08,2022-08-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,13745,10824,2921,78.7,2654,114,336,2022,August,3
2022-08,2022-08-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,6064,4596,1468,75.8,2034,115,76,2022,August,3
2022-08,2022-08-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,3236,2538,698,78.4,1128,156,94,2022,August,3
2022-08,2022-08-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,8327,6171,2156,74.1,1721,143,151,2022,August,3
2022-08,2022-08-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,9779,6896,2883,70.5,2345,182,400,2022,August,3
2022-08,2022-08-01,South East,Oxford University Hospitals,Type 1 - Major A&E,12821,11040,1781,86.1,2979,111,240,2022,August,3
2022-08,2022-08-01,South East,Brighton and Sussex,Type 1 - Major A&E,8089,5519,2570,68.2,2361,187,153,2022,August,3
2022-08,2022-08-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,5124,4018,1106,78.4,780,108,0,2022,August,3
2022-08,2022-08-01,South East,East Kent Hospitals,Type 1 - Major A&E,11742,8486,3256,72.3,3460,169,247,2022,August,3
2022-08,2022-08-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,3662,3361,301,91.8,1005,67,9,2022,August,3
2022-08,2022-08-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,9354,6887,2467,73.6,1503,178,11,2022,August,3
2022-08,2022-08-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,14041,9631,4410,68.6,2161,178,533,2022,August,3
2022-08,2022-08-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,7610,5415,2195,71.1,1492,182,254,2022,August,3
2022-08,2022-08-01,South West,University Hospitals Bristol,Type 1 - Major A&E,4232,2919,1313,69.0,1004,203,4,2022,August,3
2022-08,2022-08-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,4608,2920,1688,63.3,1061,215,9,2022,August,3
2022-08,2022-08-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,10591,7695,2896,72.7,2285,139,365,2022,August,3
2022-08,2022-08-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,10173,7447,2726,73.2,1694,165,299,2022,August,3
2022-08,2022-08-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,3929,2965,964,75.5,946,175,118,2022,August,3
2022-08,2022-08-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,3835,3225,610,84.1,648,106,83,2022,August,3
2022-09,2022-09-01,London,Barts Health NHS Trust,Type 1 - Major A&E,7899,5168,2731,65.4,2525,220,3,2022,September,3
2022-09,2022-09-01,London,Imperial College Healthcare,Type 1 - Major A&E,11767,8886,2881,75.5,4086,117,84,2022,September,3
2022-09,2022-09-01,London,Kings College Hospital,Type 1 - Major A&E,7186,5529,1657,76.9,1932,130,147,2022,September,3
2022-09,2022-09-01,London,Guy's and St Thomas',Type 1 - Major A&E,11021,7647,3374,69.4,3556,174,410,2022,September,3
2022-09,2022-09-01,London,University College London Hospitals,Type 1 - Major A&E,14945,11796,3149,78.9,4062,118,370,2022,September,3
2022-09,2022-09-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,7083,5050,2033,71.3,1300,185,100,2022,September,3
2022-09,2022-09-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,7098,5423,1675,76.4,1353,114,119,2022,September,3
2022-09,2022-09-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,6743,4850,1893,71.9,1683,160,215,2022,September,3
2022-09,2022-09-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,10624,7800,2824,73.4,3447,162,239,2022,September,3
2022-09,2022-09-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,4312,3664,648,85.0,766,80,94,2022,September,3
2022-09,2022-09-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,12599,8754,3845,69.5,4262,175,126,2022,September,3
2022-09,2022-09-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,8398,5907,2491,70.3,1439,197,138,2022,September,3
2022-09,2022-09-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,3442,2985,457,86.7,937,108,4,2022,September,3
2022-09,2022-09-01,South East,Oxford University Hospitals,Type 1 - Major A&E,6866,5272,1594,76.8,2128,114,53,2022,September,3
2022-09,2022-09-01,South East,Brighton and Sussex,Type 1 - Major A&E,6719,4907,1812,73.0,2190,162,106,2022,September,3
2022-09,2022-09-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,8499,7056,1443,83.0,2870,80,42,2022,September,3
2022-09,2022-09-01,South East,East Kent Hospitals,Type 1 - Major A&E,10224,6526,3698,63.8,3440,191,176,2022,September,3
2022-09,2022-09-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11647,8604,3043,73.9,1821,168,283,2022,September,3
2022-09,2022-09-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,7736,5898,1838,76.2,2447,115,4,2022,September,3
2022-09,2022-09-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,6904,4870,2034,70.5,2003,167,241,2022,September,3
2022-09,2022-09-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,8054,6146,1908,76.3,1677,147,257,2022,September,3
2022-09,2022-09-01,South West,University Hospitals Bristol,Type 1 - Major A&E,9707,7598,2109,78.3,1701,143,105,2022,September,3
2022-09,2022-09-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,11368,9531,1837,83.8,3540,91,66,2022,September,3
2022-09,2022-09-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,8654,7259,1395,83.9,1687,79,150,2022,September,3
2022-09,2022-09-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,14217,11970,2247,84.2,2762,108,326,2022,September,3
2022-09,2022-09-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,14660,11668,2992,79.6,2939,103,395,2022,September,3
2022-09,2022-09-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,11779,9380,2399,79.6,4097,94,65,2022,September,3
2022-10,2022-10-01,London,Barts Health NHS Trust,Type 1 - Major A&E,11910,9821,2089,82.5,2884,78,217,2022,October,4
2022-10,2022-10-01,London,Imperial College Healthcare,Type 1 - Major A&E,3863,2288,1575,59.2,1188,273,138,2022,October,4
2022-10,2022-10-01,London,Kings College Hospital,Type 1 - Major A&E,9425,6720,2705,71.3,3040,181,354,2022,October,4
2022-10,2022-10-01,London,Guy's and St Thomas',Type 1 - Major A&E,13988,11871,2117,84.9,3958,109,174,2022,October,4
2022-10,2022-10-01,London,University College London Hospitals,Type 1 - Major A&E,6902,4910,1992,71.1,1266,164,28,2022,October,4
2022-10,2022-10-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,13382,8077,5305,60.4,3656,238,319,2022,October,4
2022-10,2022-10-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,5463,4365,1098,79.9,820,137,75,2022,October,4
2022-10,2022-10-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,6073,3878,2195,63.8,1954,245,221,2022,October,4
2022-10,2022-10-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,9216,7716,1500,83.7,2718,114,198,2022,October,4
2022-10,2022-10-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,13957,10454,3503,74.9,2613,135,264,2022,October,4
2022-10,2022-10-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,10021,9367,654,93.5,2596,54,45,2022,October,4
2022-10,2022-10-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,12236,8276,3960,67.6,2457,176,362,2022,October,4
2022-10,2022-10-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,3498,2250,1248,64.3,947,197,144,2022,October,4
2022-10,2022-10-01,South East,Oxford University Hospitals,Type 1 - Major A&E,11609,10551,1058,90.9,3221,30,39,2022,October,4
2022-10,2022-10-01,South East,Brighton and Sussex,Type 1 - Major A&E,12276,10517,1759,85.7,2605,56,27,2022,October,4
2022-10,2022-10-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,3145,2879,266,91.5,585,73,18,2022,October,4
2022-10,2022-10-01,South East,East Kent Hospitals,Type 1 - Major A&E,14059,11327,2732,80.6,2232,126,317,2022,October,4
2022-10,2022-10-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,11347,8133,3214,71.7,2662,168,34,2022,October,4
2022-10,2022-10-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,4009,3425,584,85.4,1243,94,1,2022,October,4
2022-10,2022-10-01,North East & Yorkshire,Sheffield Teaching Hospitals,Type 1 - Major A&E,12100,9375,2725,77.5,4124,152,91,2022,October,4
2022-10,2022-10-01,North East & Yorkshire,Hull University Teaching Hospitals,Type 1 - Major A&E,9015,5738,3277,63.6,2396,209,384,2022,October,4
2022-10,2022-10-01,South West,University Hospitals Bristol,Type 1 - Major A&E,3289,2727,562,82.9,1126,97,24,2022,October,4
2022-10,2022-10-01,South West,Royal Devon University Healthcare,Type 1 - Major A&E,14794,10488,4306,70.9,2809,195,462,2022,October,4
2022-10,2022-10-01,South West,Plymouth Hospitals NHS Trust,Type 1 - Major A&E,5905,4348,1557,73.6,1206,163,146,2022,October,4
2022-10,2022-10-01,East of England,Cambridge University Hospitals,Type 1 - Major A&E,4832,4053,779,83.9,1535,84,70,2022,October,4
2022-10,2022-10-01,East of England,Norfolk and Norwich,Type 1 - Major A&E,7504,5126,2378,68.3,1643,163,121,2022,October,4
2022-10,2022-10-01,East of England,Addenbrookes Hospital Trust,Type 1 - Major A&E,11298,8564,2734,75.8,1795,167,404,2022,October,4
2022-11,2022-11-01,London,Barts Health NHS Trust,Type 1 - Major A&E,12968,10099,2869,77.9,3064,158,233,2022,November,4
2022-11,2022-11-01,London,Imperial College Healthcare,Type 1 - Major A&E,14316,11667,2649,81.5,2536,81,311,2022,November,4
2022-11,2022-11-01,London,Kings College Hospital,Type 1 - Major A&E,3737,3123,614,83.6,1081,79,2,2022,November,4
2022-11,2022-11-01,London,Guy's and St Thomas',Type 1 - Major A&E,14507,8098,6409,55.8,4261,239,957,2022,November,4
2022-11,2022-11-01,London,University College London Hospitals,Type 1 - Major A&E,5472,4355,1117,79.6,1467,141,7,2022,November,4
2022-11,2022-11-01,North West,Manchester University NHS Foundation Trust,Type 1 - Major A&E,4673,4265,408,91.3,1348,62,39,2022,November,4
2022-11,2022-11-01,North West,Liverpool University Hospitals,Type 1 - Major A&E,7563,6492,1071,85.8,2593,102,8,2022,November,4
2022-11,2022-11-01,North West,Lancashire Teaching Hospitals,Type 1 - Major A&E,15120,11443,3677,75.7,4875,150,228,2022,November,4
2022-11,2022-11-01,North West,Bolton NHS Foundation Trust,Type 1 - Major A&E,13545,10686,2859,78.9,4574,117,406,2022,November,4
2022-11,2022-11-01,Midlands,University Hospitals Birmingham,Type 1 - Major A&E,4283,3870,413,90.4,730,44,0,2022,November,4
2022-11,2022-11-01,Midlands,Nottingham University Hospitals,Type 1 - Major A&E,11647,8200,3447,70.4,2772,193,479,2022,November,4
2022-11,2022-11-01,Midlands,University Hospitals of Leicester,Type 1 - Major A&E,10351,8050,2301,77.8,2723,147,206,2022,November,4
2022-11,2022-11-01,Midlands,Coventry and Warwickshire,Type 1 - Major A&E,6489,5105,1384,78.7,1756,125,91,2022,November,4
2022-11,2022-11-01,South East,Oxford University Hospitals,Type 1 - Major A&E,10591,9712,879,91.7,2430,58,90,2022,November,4
2022-11,2022-11-01,South East,Brighton and Sussex,Type 1 - Major A&E,10735,9273,1462,86.4,2690,61,91,2022,November,4
2022-11,2022-11-01,South East,Royal Surrey NHS Foundation Trust,Type 1 - Major A&E,4798,3175,1623,66.2,1203,199,213,2022,November,4
2022-11,2022-11-01,South East,East Kent Hospitals,Type 1 - Major A&E,9725,6305,3420,64.8,1508,231,505,2022,November,4
2022-11,2022-11-01,North East & Yorkshire,Newcastle upon Tyne Hospitals,Type 1 - Major A&E,13770,9277,4493,67.4,4000,209,440,2022,November,4
2022-11,2022-11-01,North East & Yorkshire,Leeds Teaching Hospitals,Type 1 - Major A&E,8177,6232,1945,76.2,2712,127,162,2022,November,4
