transaction_id,date,year,month,price_gbp,property_type,new_build,region,postcode_area
TX-025199,2021-05-06,2021,5,1248494,Detached,1,South East,SO11
TX-025200,2019-08-06,2019,8,809814,Semi-Detached,0,London,LO24
TX-025201,2024-05-02,2024,5,1151200,Detached,0,East Midlands,EA29
TX-025202,2020-09-16,2020,9,329662,Terraced,0,East of England,EA14
TX-025203,2024-08-22,2024,8,222625,Semi-Detached,0,East Midlands,EA13
TX-025204,2024-10-01,2024,10,462830,Semi-Detached,0,East of England,EA4
TX-025205,2019-04-23,2019,4,114540,Terraced,0,Yorkshire,YO3
TX-025206,2020-02-09,2020,2,928746,Detached,1,South West,SO26
TX-025207,2018-02-07,2018,2,438378,Semi-Detached,0,South East,SO18
TX-025208,2022-08-24,2022,8,307702,Semi-Detached,0,North West,NO17
TX-025209,2022-09-11,2022,9,162425,Semi-Detached,0,Scotland,SC2
TX-025210,2021-05-05,2021,5,216509,Semi-Detached,0,West Midlands,WE14
TX-025211,2021-01-05,2021,1,315074,Terraced,0,East Midlands,EA24
TX-025212,2024-02-28,2024,2,257545,Terraced,0,East Midlands,EA23
TX-025213,2021-05-08,2021,5,377352,Terraced,0,South East,SO8
TX-025214,2019-10-08,2019,10,81397,Flat,0,Northern Ireland,NO19
TX-025215,2023-01-26,2023,1,267193,Flat,0,South East,SO18
TX-025216,2021-03-13,2021,3,268734,Flat,1,London,LO24
TX-025217,2019-07-03,2019,7,169312,Terraced,0,South East,SO8
TX-025218,2019-08-14,2019,8,268815,Detached,0,Scotland,SC6
TX-025219,2018-10-06,2018,10,111386,Semi-Detached,0,North East,NO16
TX-025220,2023-06-14,2023,6,255922,Terraced,0,Wales,WA21
TX-025221,2023-05-07,2023,5,287604,Semi-Detached,0,West Midlands,WE7
TX-025222,2019-01-27,2019,1,407721,Semi-Detached,0,London,LO4
TX-025223,2022-12-23,2022,12,216733,Terraced,0,East of England,EA1
TX-025224,2020-12-09,2020,12,62388,Flat,0,Northern Ireland,NO8
TX-025225,2020-01-02,2020,1,309278,Flat,0,London,LO27
TX-025226,2023-08-03,2023,8,124227,Flat,0,East Midlands,EA5
TX-025227,2018-03-13,2018,3,317067,Flat,0,London,LO3
TX-025228,2019-04-28,2019,4,403255,Detached,1,East of England,EA28
TX-025229,2024-10-15,2024,10,423840,Detached,0,South West,SO18
TX-025230,2022-12-03,2022,12,126840,Terraced,0,North East,NO17
TX-025231,2018-07-18,2018,7,521099,Detached,0,Scotland,SC10
TX-025232,2022-07-01,2022,7,121045,Terraced,1,Wales,WA10
TX-025233,2019-05-14,2019,5,127179,Terraced,0,North West,NO2
TX-025234,2020-11-15,2020,11,616773,Detached,0,East Midlands,EA20
TX-025235,2018-06-24,2018,6,339229,Detached,0,West Midlands,WE15
TX-025236,2019-10-05,2019,10,150973,Terraced,0,Yorkshire,YO3
TX-025237,2018-05-09,2018,5,205123,Semi-Detached,0,South West,SO10
TX-025238,2018-12-22,2018,12,195753,Semi-Detached,0,West Midlands,WE22
TX-025239,2018-09-21,2018,9,142840,Flat,0,Northern Ireland,NO20
TX-025240,2021-12-07,2021,12,730141,Semi-Detached,1,London,LO1
TX-025241,2021-05-24,2021,5,360811,Flat,0,London,LO3
TX-025242,2019-08-25,2019,8,143351,Semi-Detached,0,Scotland,SC29
TX-025243,2024-03-25,2024,3,397450,Semi-Detached,1,South East,SO22
TX-025244,2022-03-10,2022,3,331470,Detached,1,East Midlands,EA23
TX-025245,2022-04-22,2022,4,226508,Semi-Detached,0,Scotland,SC16
TX-025246,2023-01-28,2023,1,373419,Semi-Detached,0,London,LO27
TX-025247,2022-06-14,2022,6,259542,Flat,1,London,LO12
TX-025248,2019-07-06,2019,7,263123,Flat,0,East of England,EA7
TX-025249,2019-08-25,2019,8,359640,Flat,0,London,LO9
TX-025250,2019-08-25,2019,8,345799,Flat,1,London,LO28
TX-025251,2023-09-08,2023,9,195837,Terraced,0,West Midlands,WE13
TX-025252,2018-02-06,2018,2,509394,Semi-Detached,1,London,LO6
TX-025253,2020-07-08,2020,7,166399,Flat,0,Northern Ireland,NO21
TX-025254,2023-12-21,2023,12,339945,Flat,0,North West,NO20
TX-025255,2022-08-24,2022,8,1202368,Detached,0,East of England,EA14
TX-025256,2021-11-13,2021,11,198168,Semi-Detached,0,North East,NO13
TX-025257,2018-02-12,2018,2,639801,Detached,1,London,LO2
TX-025258,2024-12-01,2024,12,251067,Semi-Detached,1,West Midlands,WE5
TX-025259,2020-09-21,2020,9,149026,Flat,0,West Midlands,WE21
TX-025260,2022-07-23,2022,7,313347,Flat,0,South West,SO22
TX-025261,2019-02-03,2019,2,147413,Semi-Detached,1,West Midlands,WE15
TX-025262,2023-04-01,2023,4,510378,Terraced,0,London,LO2
TX-025263,2024-01-08,2024,1,843225,Semi-Detached,0,London,LO29
TX-025264,2022-11-02,2022,11,223932,Terraced,0,South West,SO20
TX-025265,2023-08-11,2023,8,144682,Semi-Detached,0,Scotland,SC18
TX-025266,2021-10-28,2021,10,333510,Semi-Detached,0,South East,SO27
TX-025267,2022-06-02,2022,6,814487,Flat,0,London,LO26
TX-025268,2022-02-03,2022,2,166257,Semi-Detached,0,Yorkshire,YO19
TX-025269,2019-07-21,2019,7,643457,Detached,0,South West,SO3
TX-025270,2020-07-10,2020,7,276947,Flat,0,South East,SO3
TX-025271,2018-10-08,2018,10,275753,Detached,0,North West,NO21
TX-025272,2021-07-20,2021,7,520058,Semi-Detached,0,South West,SO18
TX-025273,2021-02-11,2021,2,196725,Terraced,0,West Midlands,WE19
TX-025274,2018-06-21,2018,6,265289,Semi-Detached,0,South East,SO4
TX-025275,2020-11-10,2020,11,223922,Detached,0,North West,NO1
TX-025276,2023-08-25,2023,8,397706,Detached,0,North West,NO20
TX-025277,2024-05-01,2024,5,126758,Flat,0,East Midlands,EA24
TX-025278,2021-07-19,2021,7,239846,Terraced,0,Yorkshire,YO25
TX-025279,2020-12-22,2020,12,230158,Flat,0,East of England,EA18
TX-025280,2018-11-20,2018,11,154528,Terraced,0,Scotland,SC8
TX-025281,2022-01-14,2022,1,721817,Detached,0,South West,SO25
TX-025282,2022-12-28,2022,12,139143,Semi-Detached,0,North East,NO20
TX-025283,2021-10-15,2021,10,168886,Flat,0,South West,SO18
TX-025284,2023-12-07,2023,12,533288,Semi-Detached,0,South East,SO22
TX-025285,2022-12-16,2022,12,592534,Semi-Detached,0,London,LO4
TX-025286,2023-03-27,2023,3,309641,Semi-Detached,0,East Midlands,EA15
TX-025287,2023-10-05,2023,10,149641,Flat,0,East Midlands,EA16
TX-025288,2021-10-17,2021,10,266129,Flat,0,South West,SO24
TX-025289,2024-02-01,2024,2,248362,Semi-Detached,0,West Midlands,WE21
TX-025290,2022-04-20,2022,4,399356,Detached,0,Wales,WA29
TX-025291,2018-11-03,2018,11,663480,Detached,0,Yorkshire,YO12
TX-025292,2021-10-16,2021,10,768471,Detached,0,West Midlands,WE12
TX-025293,2023-04-18,2023,4,284807,Semi-Detached,0,East Midlands,EA2
TX-025294,2023-04-20,2023,4,283588,Flat,1,London,LO6
TX-025295,2024-12-07,2024,12,171254,Flat,0,West Midlands,WE17
TX-025296,2023-03-25,2023,3,183950,Terraced,0,Scotland,SC7
TX-025297,2020-07-03,2020,7,270908,Semi-Detached,0,Yorkshire,YO24
TX-025298,2022-05-21,2022,5,280684,Terraced,1,East Midlands,EA9
TX-025299,2020-09-09,2020,9,148703,Terraced,0,East Midlands,EA10
TX-025300,2020-02-07,2020,2,178097,Detached,0,Yorkshire,YO27
TX-025301,2024-10-25,2024,10,383514,Detached,0,Yorkshire,YO20
TX-025302,2020-04-19,2020,4,287717,Semi-Detached,1,East of England,EA28
TX-025303,2023-01-12,2023,1,871508,Detached,0,South East,SO9
TX-025304,2018-02-12,2018,2,263130,Terraced,1,London,LO5
TX-025305,2024-12-16,2024,12,301853,Terraced,0,South East,SO9
TX-025306,2022-08-06,2022,8,438096,Semi-Detached,0,South East,SO4
TX-025307,2024-05-09,2024,5,248023,Terraced,0,North West,NO18
TX-025308,2018-04-04,2018,4,115033,Flat,1,East Midlands,EA6
TX-025309,2018-12-04,2018,12,157421,Semi-Detached,1,North West,NO4
TX-025310,2024-02-01,2024,2,191084,Semi-Detached,0,North West,NO20
TX-025311,2022-11-07,2022,11,378337,Semi-Detached,0,East Midlands,EA1
TX-025312,2020-04-08,2020,4,289057,Flat,1,South West,SO8
TX-025313,2021-01-24,2021,1,97664,Terraced,0,Yorkshire,YO1
TX-025314,2019-04-12,2019,4,434554,Terraced,0,South East,SO20
TX-025315,2018-07-05,2018,7,434262,Detached,1,Northern Ireland,NO29
TX-025316,2019-06-25,2019,6,298014,Detached,0,North West,NO4
TX-025317,2024-06-16,2024,6,150844,Terraced,0,North West,NO22
TX-025318,2020-05-23,2020,5,228500,Flat,0,South East,SO10
TX-025319,2018-12-19,2018,12,480432,Semi-Detached,0,South East,SO18
TX-025320,2021-09-11,2021,9,357484,Semi-Detached,0,East Midlands,EA18
TX-025321,2024-12-08,2024,12,186089,Terraced,0,North East,NO25
TX-025322,2022-10-09,2022,10,266926,Semi-Detached,0,Yorkshire,YO29
TX-025323,2022-10-01,2022,10,294817,Terraced,0,South West,SO2
TX-025324,2018-06-19,2018,6,492671,Detached,0,South East,SO12
TX-025325,2023-07-04,2023,7,846809,Terraced,0,London,LO14
TX-025326,2023-02-04,2023,2,281580,Flat,0,North West,NO25
TX-025327,2024-04-05,2024,4,137782,Flat,0,East of England,EA4
TX-025328,2023-07-26,2023,7,459574,Detached,0,East Midlands,EA7
TX-025329,2023-02-23,2023,2,629901,Semi-Detached,0,London,LO4
TX-025330,2023-01-12,2023,1,444546,Semi-Detached,0,South East,SO27
TX-025331,2023-06-25,2023,6,258289,Semi-Detached,0,North East,NO22
TX-025332,2018-08-11,2018,8,96370,Flat,0,West Midlands,WE25
TX-025333,2024-12-17,2024,12,255154,Flat,0,North West,NO20
TX-025334,2021-02-05,2021,2,172333,Flat,0,West Midlands,WE25
TX-025335,2020-06-19,2020,6,299170,Semi-Detached,0,Wales,WA21
TX-025336,2024-06-01,2024,6,227545,Detached,1,Scotland,SC6
TX-025337,2019-01-01,2019,1,182997,Terraced,0,South East,SO14
TX-025338,2023-10-11,2023,10,366183,Semi-Detached,1,North West,NO9
TX-025339,2023-06-22,2023,6,196612,Flat,0,South East,SO11
TX-025340,2024-11-12,2024,11,178787,Flat,1,South West,SO18
TX-025341,2023-10-20,2023,10,966173,Detached,0,East of England,EA22
TX-025342,2018-03-09,2018,3,110748,Terraced,0,East Midlands,EA16
TX-025343,2019-06-10,2019,6,407319,Terraced,0,London,LO27
TX-025344,2022-09-15,2022,9,319235,Terraced,0,South West,SO28
TX-025345,2022-11-15,2022,11,468406,Terraced,0,London,LO2
TX-025346,2018-12-02,2018,12,110005,Flat,0,West Midlands,WE16
TX-025347,2021-10-25,2021,10,129405,Flat,0,North East,NO18
TX-025348,2023-04-04,2023,4,166598,Terraced,0,Yorkshire,YO20
TX-025349,2024-12-10,2024,12,227398,Flat,0,East Midlands,EA20
TX-025350,2022-08-21,2022,8,373489,Semi-Detached,0,London,LO16
TX-025351,2022-11-05,2022,11,600251,Semi-Detached,0,East of England,EA24
TX-025352,2022-03-04,2022,3,412490,Detached,0,Yorkshire,YO6
TX-025353,2024-07-11,2024,7,746480,Detached,0,East Midlands,EA28
TX-025354,2021-11-22,2021,11,75612,Flat,1,Scotland,SC25
TX-025355,2024-07-07,2024,7,139410,Terraced,0,West Midlands,WE2
TX-025356,2018-03-21,2018,3,385418,Detached,0,Scotland,SC29
TX-025357,2024-07-13,2024,7,296378,Detached,1,Yorkshire,YO19
TX-025358,2023-08-11,2023,8,197092,Semi-Detached,0,East Midlands,EA12
TX-025359,2021-10-05,2021,10,374837,Flat,0,East of England,EA10
TX-025360,2018-06-15,2018,6,540401,Detached,0,North West,NO13
TX-025361,2018-08-02,2018,8,786735,Semi-Detached,1,London,LO10
TX-025362,2024-06-27,2024,6,207739,Terraced,0,Northern Ireland,NO10
TX-025363,2022-06-11,2022,6,521819,Terraced,0,London,LO16
TX-025364,2018-12-15,2018,12,1076050,Detached,0,London,LO24
TX-025365,2023-08-28,2023,8,209970,Semi-Detached,0,North West,NO12
TX-025366,2018-11-12,2018,11,245586,Detached,0,Yorkshire,YO27
TX-025367,2023-10-26,2023,10,212004,Flat,1,South East,SO1
TX-025368,2018-07-16,2018,7,523270,Semi-Detached,1,South East,SO19
TX-025369,2018-01-03,2018,1,141937,Flat,0,Wales,WA26
TX-025370,2023-07-09,2023,7,222236,Flat,0,South West,SO29
TX-025371,2020-08-21,2020,8,145826,Flat,0,North West,NO9
TX-025372,2020-09-22,2020,9,194892,Detached,0,North East,NO5
TX-025373,2021-02-01,2021,2,275368,Terraced,1,North West,NO7
TX-025374,2019-02-16,2019,2,510090,Detached,0,South West,SO21
TX-025375,2019-07-22,2019,7,195939,Terraced,1,West Midlands,WE12
TX-025376,2019-01-11,2019,1,305115,Semi-Detached,0,Scotland,SC17
TX-025377,2018-11-18,2018,11,278131,Semi-Detached,0,East of England,EA2
TX-025378,2019-03-28,2019,3,657271,Terraced,0,London,LO8
TX-025379,2019-01-19,2019,1,286385,Terraced,0,London,LO22
TX-025380,2022-02-23,2022,2,179191,Flat,0,Scotland,SC17
TX-025381,2023-11-08,2023,11,278257,Flat,0,London,LO5
TX-025382,2021-09-13,2021,9,309527,Semi-Detached,0,Yorkshire,YO21
TX-025383,2024-12-21,2024,12,289565,Semi-Detached,1,South West,SO23
TX-025384,2022-06-24,2022,6,269998,Semi-Detached,0,North West,NO21
TX-025385,2019-08-21,2019,8,437352,Semi-Detached,0,East of England,EA1
TX-025386,2018-11-23,2018,11,543973,Semi-Detached,0,London,LO29
TX-025387,2021-11-15,2021,11,178062,Terraced,0,North West,NO29
TX-025388,2019-06-13,2019,6,113004,Flat,1,West Midlands,WE12
TX-025389,2024-08-26,2024,8,180653,Semi-Detached,0,Yorkshire,YO23
TX-025390,2019-01-08,2019,1,542916,Detached,1,East of England,EA24
TX-025391,2020-02-10,2020,2,235074,Semi-Detached,0,West Midlands,WE17
TX-025392,2018-10-06,2018,10,338551,Flat,0,London,LO2
TX-025393,2022-02-25,2022,2,314018,Semi-Detached,0,West Midlands,WE23
TX-025394,2023-11-02,2023,11,162524,Semi-Detached,1,West Midlands,WE16
TX-025395,2022-12-19,2022,12,227075,Semi-Detached,0,West Midlands,WE27
TX-025396,2024-05-23,2024,5,302816,Semi-Detached,0,North West,NO16
TX-025397,2018-07-01,2018,7,158060,Flat,0,North West,NO23
TX-025398,2024-09-09,2024,9,203158,Semi-Detached,0,West Midlands,WE10
TX-025399,2018-04-04,2018,4,364045,Semi-Detached,0,South East,SO29
TX-025400,2020-02-08,2020,2,249393,Terraced,0,East of England,EA26
TX-025401,2020-12-11,2020,12,448658,Semi-Detached,1,London,LO15
TX-025402,2022-05-26,2022,5,169738,Terraced,0,North West,NO18
TX-025403,2020-02-12,2020,2,201309,Semi-Detached,0,North East,NO12
TX-025404,2020-11-24,2020,11,252652,Flat,0,London,LO2
TX-025405,2023-05-09,2023,5,315334,Detached,0,Yorkshire,YO17
TX-025406,2021-12-03,2021,12,242250,Semi-Detached,0,Scotland,SC11
TX-025407,2020-02-12,2020,2,375022,Detached,0,North West,NO1
TX-025408,2024-03-05,2024,3,163849,Semi-Detached,0,Scotland,SC14
TX-025409,2020-12-27,2020,12,136989,Semi-Detached,0,North West,NO7
TX-025410,2020-02-02,2020,2,131863,Semi-Detached,0,Wales,WA27
TX-025411,2020-01-09,2020,1,94812,Flat,0,North West,NO22
TX-025412,2022-03-14,2022,3,249583,Semi-Detached,0,South East,SO1
TX-025413,2022-07-09,2022,7,264308,Terraced,1,Yorkshire,YO13
TX-025414,2022-05-05,2022,5,341048,Semi-Detached,1,East Midlands,EA4
TX-025415,2024-03-03,2024,3,651855,Semi-Detached,0,London,LO14
TX-025416,2018-01-02,2018,1,816879,Detached,0,South East,SO4
TX-025417,2019-08-03,2019,8,392534,Detached,0,Wales,WA17
TX-025418,2021-06-03,2021,6,142463,Terraced,0,Yorkshire,YO22
TX-025419,2022-07-02,2022,7,421590,Detached,0,Yorkshire,YO27
TX-025420,2019-11-05,2019,11,249467,Semi-Detached,0,North East,NO12
TX-025421,2021-10-09,2021,10,208948,Flat,0,South West,SO1
TX-025422,2018-12-07,2018,12,277695,Detached,0,Scotland,SC8
TX-025423,2022-06-28,2022,6,137257,Flat,0,North East,NO24
TX-025424,2024-03-09,2024,3,358986,Detached,0,Scotland,SC13
TX-025425,2022-12-23,2022,12,981663,Detached,0,South East,SO25
TX-025426,2019-05-16,2019,5,577637,Semi-Detached,0,London,LO15
TX-025427,2024-08-19,2024,8,624268,Semi-Detached,1,South East,SO27
TX-025428,2019-11-11,2019,11,154588,Semi-Detached,0,West Midlands,WE2
TX-025429,2024-11-05,2024,11,106746,Flat,0,Scotland,SC21
TX-025430,2019-04-11,2019,4,137363,Flat,1,North West,NO4
TX-025431,2019-07-12,2019,7,180533,Flat,0,South East,SO4
TX-025432,2019-04-22,2019,4,1009693,Detached,0,London,LO7
TX-025433,2024-12-02,2024,12,348918,Semi-Detached,0,East Midlands,EA3
TX-025434,2024-04-07,2024,4,567438,Detached,0,Wales,WA6
TX-025435,2021-05-11,2021,5,402920,Semi-Detached,0,West Midlands,WE29
TX-025436,2020-08-09,2020,8,144418,Terraced,0,Northern Ireland,NO29
TX-025437,2019-01-27,2019,1,447210,Detached,0,East Midlands,EA5
TX-025438,2021-05-17,2021,5,893270,Semi-Detached,0,London,LO13
TX-025439,2018-09-26,2018,9,84350,Flat,0,Scotland,SC12
TX-025440,2024-02-11,2024,2,198979,Terraced,1,Scotland,SC25
TX-025441,2018-04-12,2018,4,214023,Terraced,0,South East,SO26
TX-025442,2024-03-01,2024,3,165917,Flat,0,West Midlands,WE6
TX-025443,2024-06-08,2024,6,485286,Terraced,0,London,LO19
TX-025444,2018-01-09,2018,1,160085,Flat,0,South West,SO23
TX-025445,2023-11-09,2023,11,275350,Semi-Detached,1,South West,SO22
TX-025446,2021-03-28,2021,3,309445,Semi-Detached,0,North West,NO27
TX-025447,2020-08-14,2020,8,102928,Terraced,0,North West,NO15
TX-025448,2022-03-03,2022,3,279034,Detached,1,Yorkshire,YO13
TX-025449,2023-02-22,2023,2,273431,Semi-Detached,0,West Midlands,WE17
TX-025450,2022-04-09,2022,4,185310,Semi-Detached,0,Wales,WA27
TX-025451,2018-06-01,2018,6,327260,Semi-Detached,1,London,LO16
TX-025452,2018-08-03,2018,8,1408142,Detached,0,London,LO9
TX-025453,2023-12-01,2023,12,201915,Flat,0,East of England,EA21
TX-025454,2022-04-23,2022,4,314571,Terraced,1,West Midlands,WE14
TX-025455,2022-09-05,2022,9,172006,Terraced,1,North West,NO23
TX-025456,2024-03-02,2024,3,655620,Terraced,0,South West,SO9
TX-025457,2018-04-19,2018,4,108602,Flat,0,West Midlands,WE26
TX-025458,2022-07-01,2022,7,138575,Terraced,0,South East,SO16
TX-025459,2020-04-07,2020,4,308767,Detached,1,South West,SO1
TX-025460,2018-07-24,2018,7,478616,Semi-Detached,0,London,LO12
TX-025461,2022-11-19,2022,11,331612,Terraced,1,East of England,EA13
TX-025462,2020-09-15,2020,9,306254,Terraced,1,East of England,EA17
TX-025463,2021-07-27,2021,7,292792,Semi-Detached,0,Wales,WA4
TX-025464,2019-10-11,2019,10,133249,Semi-Detached,0,West Midlands,WE23
TX-025465,2022-07-26,2022,7,326257,Terraced,0,South West,SO14
TX-025466,2022-09-14,2022,9,499382,Detached,0,North East,NO10
TX-025467,2018-01-06,2018,1,190680,Terraced,0,Northern Ireland,NO9
TX-025468,2019-03-19,2019,3,159213,Semi-Detached,0,Scotland,SC25
TX-025469,2024-10-13,2024,10,326468,Semi-Detached,0,South West,SO5
TX-025470,2020-12-06,2020,12,225097,Detached,0,North East,NO3
TX-025471,2022-09-25,2022,9,272339,Semi-Detached,0,North West,NO4
TX-025472,2019-03-21,2019,3,308290,Semi-Detached,0,Wales,WA14
TX-025473,2018-11-17,2018,11,169538,Semi-Detached,0,North East,NO13
TX-025474,2020-08-10,2020,8,782475,Semi-Detached,0,London,LO2
TX-025475,2021-07-28,2021,7,349225,Terraced,0,East of England,EA20
TX-025476,2022-10-08,2022,10,223458,Detached,0,Wales,WA7
TX-025477,2023-04-02,2023,4,278891,Detached,0,North East,NO25
TX-025478,2020-05-19,2020,5,667277,Semi-Detached,1,South East,SO13
TX-025479,2021-06-02,2021,6,290071,Detached,0,Wales,WA13
TX-025480,2022-05-20,2022,5,595595,Terraced,0,London,LO5
TX-025481,2019-07-26,2019,7,838197,Detached,0,South East,SO20
TX-025482,2024-08-20,2024,8,154374,Terraced,0,East Midlands,EA19
TX-025483,2021-06-08,2021,6,170417,Terraced,1,Wales,WA1
TX-025484,2019-08-28,2019,8,124192,Terraced,0,Northern Ireland,NO15
TX-025485,2023-02-12,2023,2,370505,Detached,0,West Midlands,WE12
TX-025486,2022-04-08,2022,4,253017,Flat,0,London,LO22
TX-025487,2019-09-16,2019,9,134501,Semi-Detached,1,North East,NO13
TX-025488,2021-06-19,2021,6,404107,Semi-Detached,1,East of England,EA1
TX-025489,2024-02-14,2024,2,330909,Detached,0,East Midlands,EA28
TX-025490,2020-05-12,2020,5,550951,Detached,0,West Midlands,WE15
TX-025491,2022-04-20,2022,4,364683,Flat,1,London,LO23
TX-025492,2023-02-11,2023,2,379593,Flat,0,South East,SO18
TX-025493,2020-04-24,2020,4,202411,Terraced,0,North West,NO25
TX-025494,2019-11-17,2019,11,575168,Detached,0,South West,SO7
TX-025495,2021-10-01,2021,10,128761,Flat,0,North East,NO16
TX-025496,2022-10-13,2022,10,386164,Semi-Detached,0,East of England,EA16
TX-025497,2023-06-21,2023,6,138801,Flat,0,South East,SO4
TX-025498,2023-01-21,2023,1,363857,Detached,0,Wales,WA3
TX-025499,2018-03-21,2018,3,141711,Semi-Detached,0,Wales,WA4
TX-025500,2024-11-16,2024,11,506814,Semi-Detached,1,East of England,EA27
TX-025501,2023-10-05,2023,10,319616,Terraced,0,South West,SO11
TX-025502,2020-12-28,2020,12,181439,Flat,0,London,LO26
TX-025503,2023-04-21,2023,4,171331,Terraced,0,North West,NO5
TX-025504,2018-06-20,2018,6,127594,Terraced,0,South East,SO11
TX-025505,2021-08-20,2021,8,456716,Flat,0,London,LO9
TX-025506,2022-08-07,2022,8,179085,Terraced,1,East of England,EA28
TX-025507,2018-10-03,2018,10,460578,Detached,0,West Midlands,WE29
TX-025508,2019-01-01,2019,1,140662,Flat,0,East Midlands,EA19
TX-025509,2019-10-26,2019,10,231045,Semi-Detached,1,North West,NO19
TX-025510,2019-04-26,2019,4,274256,Semi-Detached,0,Yorkshire,YO17
TX-025511,2019-09-18,2019,9,251495,Semi-Detached,0,Scotland,SC11
TX-025512,2021-07-06,2021,7,202022,Flat,0,South West,SO26
TX-025513,2022-06-17,2022,6,227465,Terraced,0,Northern Ireland,NO6
TX-025514,2019-09-12,2019,9,171744,Semi-Detached,0,Yorkshire,YO24
TX-025515,2020-10-20,2020,10,162781,Flat,0,Scotland,SC21
TX-025516,2021-09-10,2021,9,394035,Detached,0,London,LO6
TX-025517,2019-04-15,2019,4,260869,Semi-Detached,0,Northern Ireland,NO3
TX-025518,2022-08-17,2022,8,211236,Flat,0,West Midlands,WE7
TX-025519,2018-04-01,2018,4,984036,Detached,0,South East,SO29
TX-025520,2024-07-26,2024,7,217650,Flat,0,Wales,WA21
TX-025521,2020-09-09,2020,9,182604,Semi-Detached,0,Wales,WA1
TX-025522,2021-10-27,2021,10,166677,Semi-Detached,0,North West,NO24
TX-025523,2018-04-03,2018,4,228115,Terraced,1,East of England,EA25
TX-025524,2023-02-11,2023,2,485759,Semi-Detached,0,East of England,EA27
TX-025525,2023-02-16,2023,2,497496,Detached,1,North West,NO27
TX-025526,2024-06-26,2024,6,321184,Terraced,0,Wales,WA19
TX-025527,2024-08-26,2024,8,357752,Flat,0,South East,SO17
TX-025528,2023-07-12,2023,7,101113,Flat,0,Yorkshire,YO23
TX-025529,2023-09-04,2023,9,1052552,Detached,0,London,LO26
TX-025530,2022-11-26,2022,11,807743,Detached,0,South East,SO21
TX-025531,2023-04-19,2023,4,471936,Terraced,0,London,LO23
TX-025532,2019-05-21,2019,5,145466,Semi-Detached,0,Northern Ireland,NO17
TX-025533,2022-04-16,2022,4,336072,Detached,0,West Midlands,WE23
TX-025534,2021-08-25,2021,8,68083,Flat,0,West Midlands,WE18
TX-025535,2019-08-25,2019,8,468683,Detached,1,South West,SO1
TX-025536,2021-02-04,2021,2,158850,Terraced,0,Yorkshire,YO13
TX-025537,2024-09-26,2024,9,307435,Semi-Detached,0,West Midlands,WE14
TX-025538,2024-12-15,2024,12,277420,Terraced,0,South East,SO6
TX-025539,2024-07-13,2024,7,112802,Flat,0,North East,NO15
TX-025540,2020-09-18,2020,9,167075,Terraced,0,Northern Ireland,NO17
TX-025541,2021-08-02,2021,8,688839,Detached,0,South East,SO15
TX-025542,2020-03-01,2020,3,273433,Terraced,0,East of England,EA27
TX-025543,2021-07-11,2021,7,674266,Detached,0,South West,SO17
TX-025544,2019-12-12,2019,12,262130,Semi-Detached,0,Yorkshire,YO28
TX-025545,2019-11-04,2019,11,128004,Flat,0,East Midlands,EA24
TX-025546,2019-04-22,2019,4,189308,Terraced,0,Yorkshire,YO7
TX-025547,2018-08-15,2018,8,120257,Terraced,0,East Midlands,EA19
TX-025548,2018-01-27,2018,1,548011,Terraced,0,East of England,EA7
TX-025549,2024-11-06,2024,11,309216,Semi-Detached,1,East Midlands,EA19
TX-025550,2019-04-05,2019,4,298546,Detached,0,North East,NO26
TX-025551,2022-07-20,2022,7,249607,Terraced,1,East of England,EA17
TX-025552,2023-02-24,2023,2,131668,Terraced,0,Yorkshire,YO3
TX-025553,2021-11-19,2021,11,458891,Detached,0,East Midlands,EA20
TX-025554,2023-07-22,2023,7,56626,Flat,0,North East,NO2
TX-025555,2021-02-17,2021,2,412750,Terraced,0,South East,SO23
TX-025556,2023-11-09,2023,11,198986,Terraced,1,Scotland,SC26
TX-025557,2023-11-10,2023,11,236359,Terraced,0,North West,NO28
TX-025558,2019-08-09,2019,8,513148,Semi-Detached,0,South East,SO22
TX-025559,2020-07-22,2020,7,400500,Detached,0,Yorkshire,YO27
TX-025560,2018-11-09,2018,11,165825,Flat,1,South West,SO1
TX-025561,2020-12-24,2020,12,294342,Flat,1,London,LO18
TX-025562,2021-12-08,2021,12,389258,Terraced,0,South West,SO23
TX-025563,2020-10-09,2020,10,272423,Terraced,0,Wales,WA11
TX-025564,2022-11-09,2022,11,109001,Terraced,0,Yorkshire,YO5
TX-025565,2021-11-19,2021,11,213715,Semi-Detached,0,Wales,WA22
TX-025566,2019-05-20,2019,5,226615,Flat,0,South West,SO4
TX-025567,2021-11-07,2021,11,124868,Semi-Detached,0,North East,NO25
TX-025568,2020-05-13,2020,5,290784,Detached,0,Yorkshire,YO8
TX-025569,2022-04-20,2022,4,137872,Flat,0,North West,NO23
TX-025570,2018-07-17,2018,7,239489,Terraced,0,West Midlands,WE22
TX-025571,2018-08-07,2018,8,407906,Semi-Detached,1,London,LO18
TX-025572,2021-12-16,2021,12,303668,Semi-Detached,0,Yorkshire,YO21
TX-025573,2019-05-24,2019,5,236264,Semi-Detached,0,Scotland,SC18
TX-025574,2019-09-17,2019,9,502121,Detached,0,South East,SO1
TX-025575,2022-05-19,2022,5,414373,Terraced,1,London,LO15
TX-025576,2018-10-19,2018,10,225667,Terraced,0,South West,SO5
TX-025577,2019-03-01,2019,3,118156,Flat,0,East Midlands,EA25
TX-025578,2018-12-26,2018,12,435492,Detached,0,Yorkshire,YO26
