customer_id,age,gender,region,primary_product,tenure_months,monthly_transactions,avg_balance_gbp,num_products,has_credit_card,num_support_tickets,app_logins_per_month,referral_source,satisfaction_score,churned
CUST-04188,26,Male,Midlands,Business Account,10,15,6149.33,1,1,0,9,Organic,5,0
CUST-04189,30,Male,London,Current Account,10,18,893.29,1,0,1,10,Organic,5,1
CUST-04190,34,Male,East of England,Current Account,59,16,741.62,2,1,2,12,Organic,3,0
CUST-04191,39,Male,South West,Savings,89,8,20532.23,1,0,2,14,Social Media,3,0
CUST-04192,38,Male,London,Current Account,54,18,15365.41,3,0,2,10,Referral,5,0
CUST-04193,50,Male,North West,Current Account,120,13,957.85,1,1,3,13,Referral,5,0
CUST-04194,18,Male,South West,Savings,48,17,7122.73,2,1,1,13,Referral,5,0
CUST-04195,18,Male,Northern Ireland,Investment ISA,29,9,25480.04,1,1,1,10,Organic,3,0
CUST-04196,29,Non-binary,Northern Ireland,Current Account,8,21,8781.04,1,1,1,6,Paid Ads,5,0
CUST-04197,48,Female,East of England,Current Account,73,14,723.8,1,1,1,12,Social Media,4,0
CUST-04198,18,Non-binary,London,Investment ISA,50,16,2050.37,2,1,0,12,Referral,4,0
CUST-04199,18,Male,East of England,Savings,6,12,220.93,1,1,1,11,Social Media,5,0
CUST-04200,41,Male,Wales,Savings,16,16,567.97,2,0,3,12,Social Media,5,0
CUST-04201,37,Male,North West,Savings,1,16,1775.15,2,1,1,10,Paid Ads,4,0
CUST-04202,21,Male,North West,Crypto Wallet,73,14,2353.61,2,1,4,11,Referral,3,0
CUST-04203,23,Male,North West,Savings,20,16,787.14,4,0,1,10,Paid Ads,4,0
CUST-04204,23,Female,Scotland,Business Account,6,14,66.55,1,1,0,8,Social Media,4,0
CUST-04205,36,Non-binary,South East,Savings,8,17,2280.79,4,0,0,8,Paid Ads,4,0
CUST-04206,27,Male,London,Current Account,94,23,4332.09,2,1,4,14,Referral,4,0
CUST-04207,40,Male,London,Savings,22,12,4533.95,3,0,3,12,Referral,4,0
CUST-04208,18,Male,North West,Savings,13,18,1412.3,1,1,0,10,Paid Ads,5,0
CUST-04209,24,Male,South East,Savings,16,7,1537.34,1,0,3,13,Organic,2,0
CUST-04210,21,Male,South West,Investment ISA,2,15,2430.39,1,0,1,15,Referral,5,0
CUST-04211,31,Male,London,Current Account,1,19,2953.3,2,1,2,9,Organic,3,0
CUST-04212,28,Male,East of England,Investment ISA,21,17,1616.24,4,0,2,12,Referral,3,0
CUST-04213,44,Male,East of England,Crypto Wallet,17,16,111.32,1,1,2,20,Social Media,5,0
CUST-04214,18,Male,East of England,Investment ISA,10,10,9666.84,2,1,3,12,Referral,4,0
CUST-04215,35,Male,Yorkshire,Savings,20,18,1035.66,2,0,1,11,Organic,4,0
CUST-04216,41,Male,London,Business Account,1,15,416.26,2,0,5,10,Paid Ads,4,0
CUST-04217,57,Non-binary,North West,Savings,69,11,1128.79,1,1,1,9,Organic,2,0
CUST-04218,29,Male,London,Current Account,8,12,2067.35,1,1,4,12,Organic,4,0
CUST-04219,38,Female,Northern Ireland,Crypto Wallet,1,14,870.53,1,0,0,8,Social Media,5,0
CUST-04220,18,Female,South East,Current Account,4,9,945.73,1,0,2,12,Organic,2,0
CUST-04221,18,Female,Midlands,Investment ISA,2,15,1224.68,1,1,0,7,Paid Ads,4,0
CUST-04222,45,Female,South West,Current Account,4,18,2791.05,1,1,1,12,Referral,4,0
CUST-04223,34,Female,East of England,Current Account,12,15,693.13,1,1,1,15,Social Media,1,0
CUST-04224,49,Female,Yorkshire,Current Account,32,17,2710.62,2,1,0,10,Referral,4,0
CUST-04225,18,Male,Scotland,Savings,7,18,345.04,4,1,0,4,Referral,3,1
CUST-04226,41,Male,North West,Current Account,13,21,20071.63,4,1,0,9,Paid Ads,4,1
CUST-04227,57,Non-binary,Scotland,Current Account,63,21,6547.11,1,0,1,12,Paid Ads,3,0
CUST-04228,40,Female,London,Crypto Wallet,8,13,1300.36,1,1,4,11,Paid Ads,3,1
CUST-04229,38,Non-binary,Wales,Crypto Wallet,38,12,2701.87,4,0,0,14,Referral,4,0
CUST-04230,35,Female,Midlands,Crypto Wallet,4,12,445.05,2,0,2,9,Paid Ads,5,0
CUST-04231,18,Female,London,Crypto Wallet,4,16,3548.17,4,0,4,9,Referral,3,0
CUST-04232,51,Female,East of England,Savings,14,14,4986.5,2,1,3,7,Paid Ads,4,0
CUST-04233,27,Female,Midlands,Crypto Wallet,6,11,2488.89,3,0,3,12,Referral,4,0
CUST-04234,41,Female,Wales,Savings,56,17,5338.72,2,0,1,15,Paid Ads,4,0
CUST-04235,18,Female,Wales,Savings,1,21,1792.85,2,1,2,10,Organic,4,0
CUST-04236,20,Female,South West,Investment ISA,21,14,1600.93,2,1,3,17,Organic,3,0
CUST-04237,52,Female,London,Current Account,22,15,819.06,1,0,1,11,Organic,3,0
CUST-04238,30,Female,South East,Crypto Wallet,1,20,3523.06,3,0,1,9,Referral,5,0
CUST-04239,52,Male,Wales,Savings,31,17,662.57,1,1,3,9,Social Media,4,0
CUST-04240,34,Male,East of England,Current Account,15,14,2972.71,1,1,0,11,Social Media,3,0
CUST-04241,18,Female,North West,Current Account,30,9,2601.56,3,0,2,14,Referral,2,0
CUST-04242,45,Female,North West,Current Account,42,12,9070.48,2,1,1,10,Organic,3,0
CUST-04243,27,Male,London,Crypto Wallet,9,14,3641.69,1,1,3,12,Referral,4,0
CUST-04244,43,Male,Northern Ireland,Business Account,15,9,219.61,1,0,4,17,Organic,4,0
CUST-04245,35,Female,London,Savings,7,15,815.48,1,0,1,13,Paid Ads,5,0
CUST-04246,18,Female,London,Current Account,5,17,790.46,1,1,4,17,Referral,3,0
CUST-04247,36,Female,Scotland,Current Account,1,21,751.25,1,0,3,14,Paid Ads,3,0
CUST-04248,61,Female,South East,Crypto Wallet,79,19,5767.08,3,0,0,13,Referral,4,0
CUST-04249,40,Male,East of England,Current Account,13,17,128.51,2,1,0,11,Referral,3,0
CUST-04250,34,Male,London,Business Account,1,9,9990.04,1,0,2,13,Social Media,3,0
CUST-04251,47,Male,London,Investment ISA,1,14,5992.37,2,0,3,10,Organic,2,1
CUST-04252,37,Female,Midlands,Crypto Wallet,8,17,2259.51,1,0,2,17,Organic,4,0
CUST-04253,37,Male,Midlands,Savings,1,18,2749.13,1,0,2,9,Paid Ads,5,0
CUST-04254,21,Female,London,Investment ISA,11,16,1978.34,2,1,0,7,Paid Ads,5,0
CUST-04255,37,Female,Midlands,Investment ISA,1,11,2187.03,3,0,4,9,Paid Ads,4,0
CUST-04256,47,Female,North West,Crypto Wallet,1,18,6985.64,3,1,2,6,Referral,4,0
CUST-04257,24,Female,East of England,Crypto Wallet,26,12,1382.37,2,0,3,12,Referral,3,0
CUST-04258,52,Male,London,Savings,56,8,3716.01,1,0,3,13,Referral,5,0
CUST-04259,33,Female,Northern Ireland,Investment ISA,12,16,635.55,2,0,3,13,Social Media,3,0
CUST-04260,24,Male,Scotland,Business Account,43,16,3425.64,2,1,4,20,Organic,5,0
CUST-04261,46,Male,London,Business Account,1,19,1303.38,1,1,2,13,Social Media,5,0
CUST-04262,31,Male,London,Investment ISA,36,11,3021.72,2,0,2,10,Referral,2,0
CUST-04263,44,Male,Midlands,Current Account,1,9,640.67,2,0,2,7,Social Media,4,0
CUST-04264,31,Female,South East,Current Account,43,20,3099.81,2,0,0,17,Organic,5,0
CUST-04265,34,Female,South East,Crypto Wallet,51,17,1709.36,2,0,3,13,Social Media,4,0
CUST-04266,40,Male,South East,Current Account,36,22,11823.27,4,0,2,16,Organic,4,0
CUST-04267,38,Male,Scotland,Current Account,41,9,2466.96,2,1,2,12,Social Media,3,0
CUST-04268,18,Female,Midlands,Current Account,19,21,3267.82,3,0,3,5,Paid Ads,4,0
CUST-04269,21,Female,London,Investment ISA,7,12,1064.41,4,1,3,13,Referral,4,0
CUST-04270,46,Male,Midlands,Savings,24,14,2629.4,3,0,2,10,Social Media,3,0
CUST-04271,33,Female,South West,Current Account,13,9,3193.3,4,1,2,18,Social Media,5,0
CUST-04272,28,Female,London,Current Account,1,16,1181.94,3,1,2,14,Organic,4,0
CUST-04273,18,Female,Wales,Crypto Wallet,15,21,1076.34,1,1,2,14,Referral,4,0
CUST-04274,22,Male,Midlands,Business Account,25,15,686.81,1,1,0,17,Organic,2,0
CUST-04275,18,Female,Northern Ireland,Current Account,1,13,1650.34,1,1,3,7,Organic,1,0
CUST-04276,33,Female,London,Current Account,23,14,825.68,1,1,2,14,Paid Ads,5,0
CUST-04277,27,Female,Northern Ireland,Investment ISA,25,14,2567.55,1,0,2,11,Referral,4,0
CUST-04278,23,Female,Scotland,Crypto Wallet,4,19,700.3,3,0,3,9,Referral,3,0
CUST-04279,34,Non-binary,Midlands,Crypto Wallet,13,12,1560.89,1,1,3,8,Paid Ads,4,0
CUST-04280,39,Male,Midlands,Investment ISA,80,13,581.2,3,1,2,17,Referral,2,0
CUST-04281,60,Female,London,Crypto Wallet,51,18,7138.59,4,0,3,13,Referral,5,0
CUST-04282,18,Female,East of England,Current Account,12,18,1862.77,1,0,1,12,Social Media,3,0
CUST-04283,48,Female,Scotland,Current Account,10,7,1842.92,1,1,5,8,Social Media,1,1
CUST-04284,46,Male,London,Investment ISA,3,17,3694.41,3,1,3,15,Paid Ads,1,0
CUST-04285,25,Male,London,Crypto Wallet,1,11,15218.91,1,0,4,13,Organic,3,0
CUST-04286,37,Female,London,Savings,8,15,1992.84,1,1,0,6,Organic,3,0
CUST-04287,29,Female,Scotland,Business Account,67,20,302.15,1,0,3,8,Organic,5,0
CUST-04288,37,Male,Scotland,Crypto Wallet,76,16,7467.55,1,0,2,7,Referral,5,0
CUST-04289,53,Female,Midlands,Investment ISA,40,16,354.68,3,0,3,9,Organic,5,0
CUST-04290,42,Male,South East,Current Account,10,12,996.52,2,0,2,10,Paid Ads,3,0
CUST-04291,41,Non-binary,Midlands,Current Account,3,11,7563.0,1,0,2,8,Paid Ads,1,0
CUST-04292,29,Female,Midlands,Crypto Wallet,21,12,1209.22,2,0,2,17,Social Media,3,0
CUST-04293,18,Male,London,Current Account,24,14,909.85,1,0,0,11,Referral,5,0
CUST-04294,32,Female,South East,Current Account,13,20,2534.02,1,0,0,11,Referral,2,0
CUST-04295,49,Female,London,Business Account,28,15,1829.18,2,0,3,11,Referral,3,0
CUST-04296,18,Male,East of England,Crypto Wallet,32,11,786.77,2,1,2,14,Paid Ads,3,0
CUST-04297,22,Female,Yorkshire,Current Account,36,16,5182.88,1,0,0,11,Social Media,2,0
CUST-04298,36,Male,Northern Ireland,Crypto Wallet,16,21,7891.73,3,0,4,13,Organic,3,0
CUST-04299,23,Female,South East,Current Account,37,15,9561.56,3,0,0,14,Social Media,3,0
CUST-04300,25,Male,Wales,Current Account,1,14,3505.59,4,0,1,13,Referral,4,0
CUST-04301,29,Male,Scotland,Investment ISA,27,13,779.55,2,0,2,12,Organic,2,0
CUST-04302,18,Male,North West,Crypto Wallet,6,16,400.88,1,0,1,8,Referral,3,0
CUST-04303,23,Male,South East,Current Account,7,18,112.14,3,1,2,15,Paid Ads,4,0
CUST-04304,43,Female,Yorkshire,Current Account,2,19,6246.26,1,0,1,14,Organic,5,0
CUST-04305,19,Male,East of England,Current Account,5,17,2283.54,1,0,3,7,Organic,2,0
CUST-04306,18,Male,South East,Business Account,115,12,1093.68,3,0,0,20,Referral,2,0
CUST-04307,27,Female,London,Investment ISA,12,13,177.69,4,0,3,8,Referral,2,0
CUST-04308,43,Female,Yorkshire,Savings,63,15,437.15,1,1,5,17,Paid Ads,4,0
CUST-04309,32,Female,Northern Ireland,Current Account,4,15,217.33,1,0,3,17,Referral,3,0
CUST-04310,29,Female,Yorkshire,Savings,5,14,10201.46,2,0,0,13,Organic,3,0
CUST-04311,35,Female,South East,Investment ISA,19,13,3877.08,4,0,1,10,Paid Ads,3,0
CUST-04312,18,Male,North West,Crypto Wallet,10,12,377.24,2,1,0,13,Organic,2,0
CUST-04313,40,Male,North West,Current Account,24,10,12862.66,3,0,1,14,Referral,5,0
CUST-04314,39,Non-binary,Wales,Business Account,13,25,760.08,4,0,3,12,Paid Ads,4,0
CUST-04315,30,Male,South West,Savings,40,22,2749.39,2,1,4,11,Organic,4,0
CUST-04316,47,Male,Midlands,Current Account,13,18,2757.12,3,1,1,12,Social Media,4,0
CUST-04317,21,Male,South East,Current Account,20,11,1615.36,2,0,2,7,Social Media,4,0
CUST-04318,48,Male,East of England,Savings,9,14,1256.76,2,1,2,11,Referral,5,0
CUST-04319,36,Female,Scotland,Business Account,29,27,1883.32,2,0,2,11,Organic,3,0
CUST-04320,30,Female,Northern Ireland,Investment ISA,25,11,1292.1,2,0,2,18,Paid Ads,5,0
CUST-04321,34,Non-binary,Midlands,Savings,12,15,2437.97,2,1,2,15,Paid Ads,4,0
CUST-04322,33,Female,South West,Current Account,7,11,2556.88,2,0,1,14,Social Media,4,0
CUST-04323,49,Male,South West,Current Account,22,16,963.84,2,1,4,13,Paid Ads,4,0
CUST-04324,22,Male,South East,Savings,68,14,6778.39,1,1,4,8,Referral,5,0
CUST-04325,25,Non-binary,Northern Ireland,Investment ISA,3,14,662.19,2,1,1,6,Referral,5,0
CUST-04326,47,Male,London,Crypto Wallet,38,20,2887.77,1,0,1,8,Social Media,4,0
CUST-04327,27,Male,South West,Current Account,18,16,1203.21,1,0,4,10,Organic,4,0
CUST-04328,45,Female,Northern Ireland,Current Account,17,21,637.28,3,0,2,7,Social Media,5,0
CUST-04329,55,Female,South East,Savings,78,15,1296.08,1,1,0,10,Referral,4,0
CUST-04330,30,Male,Scotland,Business Account,22,13,818.12,2,0,2,13,Organic,5,0
CUST-04331,43,Female,Midlands,Savings,42,17,3985.74,3,0,2,15,Referral,4,0
CUST-04332,21,Non-binary,South West,Current Account,17,19,1614.11,2,1,1,5,Paid Ads,5,0
CUST-04333,44,Male,Wales,Current Account,6,20,9349.36,1,1,0,8,Organic,4,0
CUST-04334,37,Female,Scotland,Current Account,28,15,577.27,1,0,0,20,Paid Ads,3,0
CUST-04335,40,Male,South West,Savings,61,20,129.51,1,0,4,13,Organic,3,0
CUST-04336,27,Female,South East,Crypto Wallet,44,16,2903.61,1,0,3,8,Organic,3,0
CUST-04337,18,Female,South East,Business Account,5,16,14287.89,1,1,1,12,Social Media,3,0
CUST-04338,41,Non-binary,North West,Savings,9,11,3250.47,2,0,3,8,Organic,4,0
CUST-04339,18,Male,Scotland,Current Account,17,16,583.54,1,0,1,6,Paid Ads,4,0
CUST-04340,31,Male,London,Investment ISA,20,13,529.8,4,1,1,8,Referral,5,0
CUST-04341,46,Male,Yorkshire,Crypto Wallet,5,16,20557.89,2,0,4,12,Social Media,3,0
CUST-04342,37,Female,North West,Current Account,6,12,1146.81,2,1,2,9,Paid Ads,4,0
CUST-04343,58,Male,South West,Crypto Wallet,34,10,534.92,2,0,8,11,Organic,4,0
CUST-04344,47,Male,London,Crypto Wallet,31,13,7543.97,2,0,0,13,Paid Ads,4,0
CUST-04345,27,Male,Scotland,Savings,43,17,1515.23,2,1,1,12,Organic,2,0
CUST-04346,35,Male,Scotland,Savings,64,10,158.73,3,0,4,9,Social Media,4,0
CUST-04347,34,Male,East of England,Investment ISA,8,18,22014.94,3,0,0,12,Paid Ads,3,0
CUST-04348,18,Female,Yorkshire,Investment ISA,47,18,3645.64,2,0,3,12,Referral,3,0
CUST-04349,23,Male,South West,Current Account,26,25,294.71,4,0,3,13,Paid Ads,4,0
CUST-04350,28,Male,East of England,Current Account,75,12,9652.29,2,0,1,17,Organic,4,0
CUST-04351,18,Female,Scotland,Current Account,7,8,514.19,1,1,3,8,Organic,4,0
CUST-04352,35,Female,South East,Crypto Wallet,7,15,478.36,1,0,3,15,Referral,3,1
CUST-04353,32,Male,Wales,Savings,29,14,620.11,1,0,2,8,Referral,3,0
CUST-04354,18,Male,Yorkshire,Savings,63,10,18534.87,4,1,4,14,Organic,3,0
CUST-04355,39,Female,North West,Crypto Wallet,41,17,21046.71,1,0,0,15,Referral,1,0
CUST-04356,43,Male,Yorkshire,Current Account,31,13,936.8,1,1,3,7,Organic,5,0
CUST-04357,37,Female,Wales,Investment ISA,11,15,13999.02,3,0,2,9,Organic,3,0
CUST-04358,31,Male,Northern Ireland,Savings,30,18,116.23,1,1,1,10,Social Media,5,0
CUST-04359,42,Male,Northern Ireland,Savings,38,16,5414.67,1,0,3,16,Paid Ads,4,0
CUST-04360,43,Male,South East,Current Account,33,11,9292.91,3,1,6,17,Paid Ads,5,0
CUST-04361,38,Female,North West,Business Account,27,21,11022.89,2,1,2,17,Referral,4,0
CUST-04362,25,Female,London,Crypto Wallet,1,15,1982.82,2,1,2,10,Paid Ads,5,0
CUST-04363,38,Male,South East,Current Account,25,14,3566.33,1,0,2,7,Organic,3,0
CUST-04364,49,Female,Wales,Business Account,15,14,764.68,2,1,3,10,Referral,4,0
CUST-04365,27,Male,North West,Crypto Wallet,78,21,1863.44,3,1,2,10,Social Media,4,0
CUST-04366,60,Male,Scotland,Current Account,22,14,1484.66,3,0,1,12,Referral,4,0
CUST-04367,28,Female,Scotland,Current Account,22,15,1385.67,2,0,5,16,Social Media,3,0
CUST-04368,35,Male,South West,Current Account,120,13,7055.68,1,0,0,16,Organic,4,0
CUST-04369,26,Female,London,Investment ISA,2,13,2340.08,3,1,1,10,Paid Ads,4,0
CUST-04370,37,Female,South East,Investment ISA,7,21,13791.49,2,0,3,18,Paid Ads,5,0
CUST-04371,18,Female,North West,Current Account,25,10,2434.68,3,0,1,10,Organic,2,0
CUST-04372,28,Female,North West,Savings,9,10,25073.71,1,0,4,14,Organic,2,0
CUST-04373,21,Male,Northern Ireland,Current Account,10,14,7884.48,2,1,0,13,Paid Ads,2,0
CUST-04374,36,Male,South West,Current Account,53,17,1629.19,4,1,4,13,Referral,3,0
CUST-04375,46,Male,North West,Savings,20,22,2229.46,1,0,3,12,Paid Ads,5,0
CUST-04376,42,Male,Wales,Current Account,2,17,659.85,4,0,1,16,Referral,4,0
CUST-04377,18,Female,South East,Savings,8,18,2191.3,1,0,0,16,Referral,4,0
CUST-04378,59,Male,South West,Business Account,1,14,556.12,2,0,0,4,Social Media,4,0
CUST-04379,38,Female,South East,Current Account,19,13,8923.5,3,1,4,19,Organic,4,0
CUST-04380,25,Male,South West,Current Account,4,12,1197.12,1,0,1,13,Social Media,1,0
CUST-04381,36,Female,North West,Current Account,46,15,2770.49,3,0,0,15,Organic,4,0
CUST-04382,37,Female,London,Savings,20,14,117.03,1,0,1,14,Social Media,5,0
CUST-04383,26,Female,South East,Investment ISA,1,7,1312.18,2,0,1,6,Paid Ads,5,0
CUST-04384,37,Male,North West,Savings,8,19,1157.49,3,0,2,13,Paid Ads,4,0
CUST-04385,27,Female,Yorkshire,Savings,22,12,5459.48,1,1,4,10,Organic,4,0
CUST-04386,30,Male,London,Savings,9,19,3384.59,1,1,5,8,Social Media,4,0
CUST-04387,26,Male,Scotland,Current Account,17,18,6136.25,4,0,1,11,Paid Ads,3,0
CUST-04388,18,Male,Yorkshire,Savings,57,18,3075.36,3,0,2,14,Referral,4,0
CUST-04389,36,Female,Scotland,Investment ISA,10,15,7916.21,3,1,2,9,Social Media,1,0
CUST-04390,42,Male,South West,Current Account,9,14,2989.78,2,1,0,8,Paid Ads,5,0
CUST-04391,41,Female,London,Crypto Wallet,41,21,346.72,3,1,1,9,Paid Ads,2,0
CUST-04392,44,Non-binary,Midlands,Savings,9,16,1622.34,4,0,2,12,Organic,3,0
CUST-04393,38,Male,East of England,Current Account,1,14,1725.78,2,1,0,7,Referral,4,0
CUST-04394,28,Female,Scotland,Savings,4,9,35.94,3,0,0,12,Paid Ads,4,0
CUST-04395,45,Female,Scotland,Business Account,71,16,533.87,1,0,3,14,Referral,5,0
CUST-04396,18,Male,Yorkshire,Current Account,64,11,20953.96,2,1,4,9,Paid Ads,3,0
CUST-04397,24,Female,South East,Current Account,6,14,1300.55,1,0,0,13,Organic,4,0
CUST-04398,23,Male,Yorkshire,Savings,19,11,1593.34,2,0,2,15,Paid Ads,4,0
CUST-04399,47,Female,East of England,Investment ISA,3,10,132.42,1,0,2,12,Social Media,3,0
CUST-04400,46,Male,London,Current Account,26,12,359.0,1,0,2,14,Organic,3,0
CUST-04401,40,Male,Wales,Business Account,4,12,3233.11,1,0,2,15,Organic,5,0
CUST-04402,47,Female,London,Investment ISA,1,20,1035.15,2,1,2,6,Social Media,3,0
CUST-04403,24,Male,North West,Crypto Wallet,41,16,477.86,2,1,4,9,Organic,1,0
CUST-04404,39,Male,Wales,Current Account,9,12,8577.16,1,1,3,9,Paid Ads,5,0
CUST-04405,33,Male,South West,Crypto Wallet,2,12,779.48,4,1,0,12,Paid Ads,3,0
CUST-04406,45,Male,East of England,Savings,43,11,379.51,1,0,1,9,Paid Ads,3,0
CUST-04407,33,Female,East of England,Current Account,34,17,1897.99,3,1,1,8,Social Media,3,0
CUST-04408,30,Female,North West,Business Account,27,8,679.97,1,1,1,7,Referral,5,0
CUST-04409,41,Female,Scotland,Current Account,58,12,678.93,1,0,6,10,Referral,4,0
CUST-04410,45,Female,North West,Business Account,16,12,1680.21,1,0,2,14,Referral,4,0
CUST-04411,26,Male,South East,Savings,3,25,835.24,4,0,1,10,Organic,3,0
CUST-04412,34,Male,North West,Business Account,1,14,244.62,3,1,3,10,Social Media,4,0
CUST-04413,22,Female,Yorkshire,Savings,9,2,3534.33,1,0,5,14,Organic,5,0
CUST-04414,18,Female,Midlands,Crypto Wallet,2,19,5110.78,1,0,3,10,Social Media,4,0
CUST-04415,37,Male,South West,Current Account,18,13,1338.48,2,1,2,10,Social Media,2,0
CUST-04416,42,Male,Yorkshire,Savings,1,14,3805.48,1,1,1,18,Organic,4,1
CUST-04417,38,Female,London,Investment ISA,14,17,1161.32,4,0,1,15,Referral,4,0
CUST-04418,18,Female,Scotland,Crypto Wallet,4,26,182.74,3,1,2,5,Organic,2,0
CUST-04419,30,Female,North West,Current Account,11,12,5301.3,3,0,2,10,Referral,3,0
CUST-04420,18,Male,North West,Savings,26,11,1605.16,1,1,0,9,Organic,4,0
CUST-04421,51,Female,South West,Savings,10,20,2167.21,1,1,0,13,Social Media,5,0
CUST-04422,21,Male,Midlands,Current Account,10,13,1591.46,4,1,1,12,Referral,4,0
CUST-04423,50,Male,Wales,Savings,112,19,1454.05,2,1,3,8,Referral,5,0
CUST-04424,46,Female,Yorkshire,Crypto Wallet,30,25,2144.07,2,1,2,11,Social Media,4,0
CUST-04425,24,Male,Midlands,Current Account,17,9,2193.96,2,0,1,9,Social Media,5,0
CUST-04426,21,Male,Yorkshire,Savings,20,12,8235.73,1,0,2,12,Paid Ads,1,0
CUST-04427,39,Non-binary,London,Business Account,23,13,3058.8,3,0,1,15,Organic,3,0
CUST-04428,24,Female,London,Current Account,1,10,7419.36,4,1,1,8,Paid Ads,2,0
CUST-04429,36,Female,London,Savings,2,18,11030.84,1,0,3,11,Referral,3,0
CUST-04430,29,Male,North West,Investment ISA,25,15,261.48,1,1,0,14,Referral,3,0
CUST-04431,18,Male,South East,Crypto Wallet,10,16,8366.66,1,0,1,11,Organic,3,0
CUST-04432,18,Female,Northern Ireland,Investment ISA,1,14,3958.88,1,1,4,14,Paid Ads,3,0
CUST-04433,37,Female,Midlands,Investment ISA,8,19,3248.96,1,0,1,12,Paid Ads,3,0
CUST-04434,28,Female,Scotland,Current Account,3,18,5928.23,1,0,3,17,Paid Ads,4,0
CUST-04435,28,Male,South East,Savings,59,14,1315.85,1,0,2,8,Paid Ads,4,0
CUST-04436,43,Male,South East,Crypto Wallet,5,24,3726.05,2,1,0,14,Organic,3,0
CUST-04437,49,Non-binary,South East,Current Account,3,17,508.1,3,1,3,15,Paid Ads,2,0
CUST-04438,31,Female,Yorkshire,Current Account,23,16,332.13,4,1,2,17,Social Media,4,0
CUST-04439,30,Male,North West,Crypto Wallet,17,13,3422.15,1,0,2,11,Organic,3,0
CUST-04440,41,Male,Midlands,Investment ISA,20,22,1663.43,2,1,1,7,Social Media,5,0
CUST-04441,18,Female,Scotland,Savings,13,20,1801.74,2,0,0,8,Referral,5,0
CUST-04442,37,Male,South West,Business Account,15,9,694.24,2,0,2,9,Paid Ads,5,0
CUST-04443,41,Male,London,Crypto Wallet,36,20,2891.16,3,0,3,11,Organic,2,0
CUST-04444,43,Male,South West,Business Account,5,15,1083.98,1,1,1,8,Social Media,3,0
CUST-04445,18,Female,Midlands,Business Account,12,9,1709.79,1,1,1,5,Paid Ads,5,0
CUST-04446,25,Male,Scotland,Savings,75,7,1008.26,1,0,2,10,Paid Ads,3,0
CUST-04447,24,Non-binary,South East,Crypto Wallet,5,11,690.58,1,0,1,19,Paid Ads,5,0
CUST-04448,36,Male,North West,Investment ISA,8,23,1410.34,2,1,2,12,Social Media,5,0
CUST-04449,40,Female,South East,Crypto Wallet,5,13,7500.34,1,1,7,13,Organic,3,0
CUST-04450,52,Male,Northern Ireland,Crypto Wallet,1,15,1025.0,1,0,0,10,Referral,5,0
CUST-04451,29,Female,Midlands,Current Account,7,14,1553.17,1,1,0,14,Organic,5,0
CUST-04452,29,Non-binary,Northern Ireland,Current Account,1,14,1315.37,1,0,2,7,Paid Ads,3,1
CUST-04453,48,Female,Midlands,Current Account,4,14,841.74,1,1,0,10,Social Media,4,0
CUST-04454,38,Female,London,Crypto Wallet,10,14,7903.72,2,1,0,18,Referral,3,0
CUST-04455,50,Female,Midlands,Crypto Wallet,1,16,352.84,1,0,1,7,Referral,4,0
CUST-04456,38,Female,London,Savings,33,10,1631.98,4,0,4,11,Referral,4,0
CUST-04457,21,Female,East of England,Savings,38,16,657.07,1,1,2,15,Organic,4,0
CUST-04458,19,Non-binary,South West,Crypto Wallet,12,22,3571.26,1,0,2,18,Referral,4,0
CUST-04459,18,Male,Yorkshire,Current Account,100,12,2123.23,1,0,2,13,Paid Ads,3,0
CUST-04460,42,Non-binary,Scotland,Current Account,27,8,7470.69,2,0,3,12,Social Media,4,0
CUST-04461,49,Male,Midlands,Savings,32,10,4365.4,2,0,5,15,Social Media,2,0
CUST-04462,57,Male,Northern Ireland,Business Account,5,17,1994.04,4,1,0,12,Referral,4,1
CUST-04463,45,Male,South East,Crypto Wallet,43,23,4416.99,1,1,1,12,Paid Ads,5,0
CUST-04464,48,Male,South West,Savings,69,15,4929.09,1,1,1,20,Social Media,4,0
CUST-04465,28,Female,Midlands,Current Account,6,10,604.86,3,0,3,11,Social Media,5,0
CUST-04466,21,Female,Northern Ireland,Investment ISA,27,20,4572.24,3,0,3,11,Social Media,5,0
CUST-04467,45,Female,South West,Crypto Wallet,32,21,2583.02,1,1,1,10,Paid Ads,5,0
CUST-04468,40,Female,Northern Ireland,Investment ISA,8,13,3253.1,3,1,1,9,Paid Ads,2,0
CUST-04469,36,Female,Midlands,Savings,15,17,1108.68,2,0,3,9,Referral,4,0
CUST-04470,39,Female,London,Current Account,2,17,648.58,1,1,0,12,Paid Ads,5,0
CUST-04471,38,Male,Midlands,Business Account,4,15,522.67,1,1,1,17,Paid Ads,5,0
CUST-04472,50,Female,Yorkshire,Current Account,1,13,30.27,2,0,0,8,Organic,4,0
CUST-04473,50,Female,South West,Current Account,19,13,771.85,3,1,0,8,Social Media,3,0
CUST-04474,41,Female,London,Crypto Wallet,23,11,33762.5,1,1,3,13,Paid Ads,3,0
CUST-04475,45,Female,Midlands,Business Account,59,21,4850.78,1,1,3,12,Social Media,2,0
CUST-04476,41,Female,South East,Investment ISA,18,9,2649.57,1,1,1,9,Social Media,3,0
CUST-04477,29,Male,Wales,Investment ISA,7,15,5728.72,3,0,0,13,Organic,4,0
CUST-04478,44,Male,London,Current Account,1,20,1323.41,1,1,3,10,Organic,3,0
